row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu gộp về bán hàng và cung cấp dịch vụ,28.1,10.131.420.687.101,2.898.850.191.353,,281.0,10131420687101.0,2898850191353.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,(42.035.949.263),(8.196.307.626),,281.0,-42035949263.0,-8196307626.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,10.089.384.737.838,2.890.653.883.727,,281.0,10089384737838.0,2890653883727.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(4.491.591.910.436),(1.016.048.215.123),,29.0,-4491591910436.0,-1016048215123.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,5.597.792.827.402,1.874.605.668.604,,,5597792827402.0,1874605668604.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,352.726.616.506,72.635.022.559,,282.0,352726616506.0,72635022559.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,30,(543.611.625.605) (467.967.195.740),(858.283.502.622) (308.766.244.179),,30.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,30,(543.611.625.605) (467.967.195.740),(858.283.502.622) (308.766.244.179),,30.0,,
24,24,24,8. Phần lãi (lỗ) trong công ty liên kết,,325.036.444,(10.584.315.801),,,325036444.0,-10584315801.0
25,25,25,9. Chi phí bán hàng,31,(1.887.483.177.447),(488.535.848.176),,31.0,-1887483177447.0,-488535848176.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,(997.632.206.311),(594.046.060.241),,31.0,-997632206311.0,-594046060241.0
30,30,30,11. Lợi nhuận (lỗ) thuần từ hoạt động kinh doanh,,2.522.117.470.989,(4.209.035.677),,,2522117470989.0,-4209035677.0
31,31,31,12. Thu nhập khác,32,70.053.075.590,109.570.449.983,,32.0,70053075590.0,109570449983.0
32,32,32,13. Chi phí khác,32,(76.151.228.264),(78.471.133.521),,32.0,-76151228264.0,-78471133521.0
40,40,40,14. (Lỗ) lợi nhuận khác,32,(6.098.152.674),31.099.316.462,,32.0,-6098152674.0,31099316462.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,2.516.019.318.315,26.890.280.785,,,2516019318315.0,26890280785.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.1,(849.225.776.906),(349.838.023.653),,331.0,-849225776906.0,-349838023653.0
52,52,52,17. (Chi phí) thu nhập thuế TNDN hoãn lại,33.3,(71.737.236.074),148.878.066.733,,333.0,-71737236074.0,148878066733.0
60,60,60,18. Lợi nhuận (lỗ) sau thuế TNDN,,1.595.056.305.335,(174.069.676.135),,,1595056305335.0,-174069676135.0
61,61,61,19. Lợi nhuận (lỗ) sau thuế của công ty mẹ,,1.157.260.328.331,(495.745.392.224),,,1157260328331.0,-495745392224.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,437.795.977.004,321.675.716.089,,,437795977004.0,321675716089.0
70,70,70,21. Lãi (lỗ) cơ bản trên cổ phiếu,27.4,,(832),,274.0,,-832.0
71,71,71,22. Lãi (lỗ) suy giảm trên cổ phiếu,27.4,1.942 1.931,(832),,274.0,,-832.0
