row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2021 (%),Tại ngày 31 tháng 12 năm 2020 (%),,,,,
Lĩnh vực dịch vụ bắt động sản,Lĩnh vực dịch vụ bắt động sản,Lĩnh vực dịch vụ bắt động sản,Lĩnh vực dịch vụ bắt động sản,Lĩnh vực dịch vụ bắt động sản,Lĩnh vực dịch vụ bắt động sản,Lĩnh vực dịch vụ bắt động sản,Lĩnh vực dịch vụ bắt động sản,,,,,
(23),Lĩnh vực dịch vụ bắt động sản > (23),(23),"Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"60,33","84,19",,,,60.33,84.19
(24),Lĩnh vực dịch vụ bắt động sản > (24),(24),"Công ty Cổ phần Bất động sản Đất Xanh International (""DXIN"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"64,9",-,,,,64.9,
(25),Lĩnh vực dịch vụ bắt động sản > (25),(25),"Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,55,,,,55.0,55.0
(26),Lĩnh vực dịch vụ bắt động sản > (26),(26),"Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"63,5","63,5",,,,63.5,63.5
(27),Lĩnh vực dịch vụ bắt động sản > (27),(27),"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,65,65,,,,65.0,65.0
(28),Lĩnh vực dịch vụ bắt động sản > (28),(28),"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,70,70,,,,70.0,70.0
(29),Lĩnh vực dịch vụ bắt động sản > (29),(29),"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,61,61,,,,61.0,61.0
(30),Lĩnh vực dịch vụ bắt động sản > (30),(30),"Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(31),Lĩnh vực dịch vụ bắt động sản > (31),(31),"Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,71,71,,,,71.0,71.0
(32),Lĩnh vực dịch vụ bắt động sản > (32),(32),"Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(33),Lĩnh vực dịch vụ bắt động sản > (33),(33),"Công ty Cổ phần Đô thị Thông minh Việt Nam (""Đất Xanh Đà Nẵng"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(34),Lĩnh vực dịch vụ bắt động sản > (34),(34),"Công ty Cổ phần Bất động sản Nam Miền Trung (""Đất Xanh Nam Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(35),Lĩnh vực dịch vụ bắt động sản > (35),(35),"Công ty Cổ phần Bất động sản Duyên Hải (""Đất Xanh Duyên Hải"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
