row_label_raw,row_label_full,Ông LươngTrí Thảo,Phó TGD,Khác,418.284.000,418.284.000_1,numeric__Phó TGD,numeric__Khác,numeric__418.284.000,numeric__418.284.000_1
Ông LươngTrí Thín,Ông LươngTrí Thín,Ông LươngTrí Thín,Chủ tịchHội đồng quản trị,Khác,42.000.000,42.000.000,,,42000000.0,42000000.0
Ông NguyễnTrường Sơn,Ông NguyễnTrường Sơn,Ông NguyễnTrường Sơn,Phó TGD,Khác,-,50.000.000,,,,50000000.0
,,,,,460.284.000,510.284.000,,,460284000.0,510284000.0
