row_label_raw,row_label_full,Ông Trần Việt Anh,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Thành viên,bổ nhiệm ngày 9 tháng 12 năm 2021,,
Ông Lương Trí Thảo,Ông Lương Trí Thảo,Ông Lương Trí Thảo,Thành viên,miễn nhiệm ngày 9 tháng 12 năm 2021,,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Thành viên,miễn nhiệm ngày 9 tháng 12 năm 2021,,
