row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,1.887.483.177.447,488.535.848.176,1887483177447.0,488535848176.0
- Chi phí môi giới,- Chi phí môi giới,- Chi phí môi giới,1.024.812.138.337,119.892.560.691,1024812138337.0,119892560691.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,349.505.096.044,258.972.981.104,349505096044.0,258972981104.0
- Hồ trợ lãi suất,- Hồ trợ lãi suất,- Hồ trợ lãi suất,224.155.276.171,53.453.171.805,224155276171.0,53453171805.0
- Chi phí quảng cáo,- Chi phí quảng cáo,- Chi phí quảng cáo,168.299.432.860,1.632.075.823,168299432860.0,1632075823.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,5.550.444.262,6.984.146.758,5550444262.0,6984146758.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,115.160.789.773,47.600.911.995,115160789773.0,47600911995.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,997.632.206.311,594.046.060.241,997632206311.0,594046060241.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,385.602.340.248,291.149.526.750,385602340248.0,291149526750.0
- Chi phí dự phòng,- Chi phí dự phòng,- Chi phí dự phòng,356.242.168.141,86.565.262.376,356242168141.0,86565262376.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,168.326.327.238,113.681.993.662,168326327238.0,113681993662.0
- Chi phí lợi thế thương mại,- Chi phí lợi thế thương mại,- Chi phí lợi thế thương mại,29.398.551.250,19.289.724.994,29398551250.0,19289724994.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,28.388.361.001,28.985.830.388,28388361001.0,28985830388.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,29.674.458.433,54.373.722.071,29674458433.0,54373722071.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.885.115.383.758,1.082.581.908.417,2885115383758.0,1082581908417.0
