row_label_raw,row_label_full,Ngày phát hành 16 tháng 1 năm 2020 > Ngày phát hành 23 tháng 10 năm 2019 > Ngày 16 tháng 1 năm 2021,750.000.000.000 > 498.000.000.000 > 450.000.000.000 > 516.500.000.000,2 năm > 3 năm > 33 tháng > 2 năm,Tài trợ các dự án đang triển khai,"Quyền sử dụng đất tại xã Long Đức, huyện Long Thành, tỉnh Đồng Nai > Quyền sử dụng khu đất tại đường Bùi Hữu Nghĩa, phường Bình Hòa, TP. Thuận An, tỉnh Bình Dương. 99.998.000 cổ phần tại Hà An. Quyền tài sản từ hợp đồng đất cọc giữa Hà An và Sài gòn Riverside. Quyền sử dụng đất dự án Khu dân cư 92.2 ha tại xã Long Đức, Huyện Long Thành, tỉnh Đồng Nai.",numeric__750.000.000.000 > 498.000.000.000 > 450.000.000.000 > 516.500.000.000,numeric__2 năm > 3 năm > 33 tháng > 2 năm,numeric__Tài trợ các dự án đang triển khai,"numeric__Quyền sử dụng đất tại xã Long Đức, huyện Long Thành, tỉnh Đồng Nai > Quyền sử dụng khu đất tại đường Bùi Hữu Nghĩa, phường Bình Hòa, TP. Thuận An, tỉnh Bình Dương. 99.998.000 cổ phần tại Hà An. Quyền tài sản từ hợp đồng đất cọc giữa Hà An và Sài gòn Riverside. Quyền sử dụng đất dự án Khu dân cư 92.2 ha tại xã Long Đức, Huyện Long Thành, tỉnh Đồng Nai."
Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,(3.226.356.162),(3.226.356.162),(3.226.356.162),(3.226.356.162),-3226356162.0,-3226356162.0,-3226356162.0,-3226356162.0
,,,2.211.273.643.838,2.211.273.643.838,2.211.273.643.838,2.211.273.643.838,2211273643838.0,2211273643838.0,2211273643838.0,2211273643838.0
