row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 189.388.796.007,Số phải nộp trong năm > 756.051.308.527,Số đã nộp trong năm > (701.456.778.975),Tăng do mua công ty con > 1.489.384.219,Giảm do thanh lý công ty con > (998.700.565),VND Số cuối năm > 244.474.009.213,numeric__Số đầu năm > 189.388.796.007,numeric__Số phải nộp trong năm > 756.051.308.527,numeric__Số đã nộp trong năm > (701.456.778.975),numeric__Tăng do mua công ty con > 1.489.384.219,numeric__Giảm do thanh lý công ty con > (998.700.565),numeric__VND Số cuối năm > 244.474.009.213
Thuế TNDN,Thuế TNDN,Thuế TNDN,451.474.435.816,849.225.776.906,(442.249.580.846),1.106.177.672,-,859.556.809.548,451474435816.0,849225776906.0,-442249580846.0,1106177672.0,,859556809548.0
Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,36.439.906.509,136.306.685.016,(136.547.799.527),1.147.272.442,(890.936.070),36.455.128.370,36439906509.0,136306685016.0,-136547799527.0,1147272442.0,-890936070.0,36455128370.0
Khác,Khác,Khác,4.884.583.492,23.078.701.621,(26.832.599.538),2.268.811,(23.780.035),1.109.174.351,4884583492.0,23078701621.0,-26832599538.0,2268811.0,-23780035.0,1109174351.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,682.187.721.824,1.764.662.472.070,(1.307.086.758.886),3.745.103.144,(1.913.416.670),1.141.595.121.482,682187721824.0,1764662472070.0,-1307086758886.0,3745103144.0,-1913416670.0,1141595121482.0
