row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2021 (%),Tại ngày 31 tháng 12 năm 2020 (%),,,,
Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),,,,
"(49) Công ty TNHH Tư vấn S-Media (""S-Media"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (49) Công ty TNHH Tư vấn S-Media (""S-Media"")","(49) Công ty TNHH Tư vấn S-Media (""S-Media"")",Kinh doanh và môi giới BĐS,Đang hoạt động,99,-,,,99.0,
"(50) Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (50) Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")","(50) Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")",Kinh doanh và môi giới BĐS,Đang hoạt động,98.66,-,,,9866.0,
"(51) Công ty TNHH S-O Farm (""SO Farm"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (51) Công ty TNHH S-O Farm (""SO Farm"")","(51) Công ty TNHH S-O Farm (""SO Farm"")",Kinh doanh và môi giới BĐS,Đang hoạt động,98.43,-,,,9843.0,
"(52) Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (52) Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")","(52) Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,59,59,,,59.0,59.0
"(53) Công ty Cổ phần BĐS Đất Xanh Plus (""Đất Xanh Plus"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (53) Công ty Cổ phần BĐS Đất Xanh Plus (""Đất Xanh Plus"")","(53) Công ty Cổ phần BĐS Đất Xanh Plus (""Đất Xanh Plus"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,55,,,55.0,55.0
"(54) Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (54) Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")","(54) Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"80,47","80,47",,,80.47,80.47
"(55) Công ty TNHH Đầu tư Linkland (""Linkland"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (55) Công ty TNHH Đầu tư Linkland (""Linkland"")","(55) Công ty TNHH Đầu tư Linkland (""Linkland"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(56) Công ty Cổ phần Đầu tư Bất động sản Linkhouse (""Linkhouse"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (56) Công ty Cổ phần Đầu tư Bất động sản Linkhouse (""Linkhouse"")","(56) Công ty Cổ phần Đầu tư Bất động sản Linkhouse (""Linkhouse"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
