row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm,Năm nay > 114.504.628.843 > 289.658.672.480,VNDNăm trước > 29.125.946.374 > 84.729.615.398,numeric__Năm nay > 114.504.628.843 > 289.658.672.480,numeric__VNDNăm trước > 29.125.946.374 > 84.729.615.398
Cộng: Tăng do mua công ty con,Cộng: Tăng do mua công ty con,Cộng: Tăng do mua công ty con,-,4.710.630.615,,4710630615.0
Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,(1.203.539.510),-,-1203539510.0,
Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(3.170.770.776),(4.061.563.544),-3170770776.0,-4061563544.0
Số cuối năm,Số cuối năm,Số cuối năm,399.788.991.037,114.504.628.843,399788991037.0,114504628843.0
