row_label_raw,row_label_full,col_0,Năm trước,Năm trước(Trình bày lại),numeric__Năm trước,numeric__Năm trước(Trình bày lại)
Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (triệu VND),Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (triệu VND),Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (triệu VND),7.728.918,7.623.918,7728918.0,7623918.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),3.067.383.196,3.618.901.927,3067383196.0,3618901927.0
Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),2.520,2.107,2520.0,2107.0
