row_label_raw,row_label_full,Mức chênh nhạy cảm với lãi suất nội bằng,71.427.542,13.822.687,8.518.218,42.778.281,134.326.540,(98.520.813),(86.972.441),(46.836.325),21.151.962,59.695.651,numeric__71.427.542,numeric__13.822.687,numeric__8.518.218,numeric__42.778.281,numeric__134.326.540,numeric__(98.520.813),numeric__(86.972.441),numeric__(46.836.325),numeric__21.151.962,numeric__59.695.651
Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ,(220),-,-,-,-,-,-,-,-,(220),-220.0,,,,,,,,,-220.0
"Mức chênh nhạy cảm với lãi suất nội, ngoại bằng","Mức chênh nhạy cảm với lãi suất nội, ngoại bằng","Mức chênh nhạy cảm với lãi suất nội, ngoại bằng",71.427.322,13.822.687,8.518.218,42.778.281,134.326.540,(98.520.813),(86.972.441),(46.836.325),21.151.962,59.695.431,71427322.0,13822687.0,8518218.0,42778281.0,134326540.0,-98520813.0,-86972441.0,-46836325.0,21151962.0,59695431.0
