row_label_raw,row_label_full,Tài sản,464.448.082,42.229.138,12.595.650,111.227.815,630.500.685,numeric__464.448.082,numeric__42.229.138,numeric__12.595.650,numeric__111.227.815,numeric__630.500.685
1. Tài sản bộ phận,1. Tài sản bộ phận,1. Tài sản bộ phận,452.187.025,42.172.446,190.285,110.934.045,605.483.801,452187025.0,42172446.0,190285.0,110934045.0,605483801.0
2. Tài sản phân bổ,2. Tài sản phân bổ,2. Tài sản phân bổ,12.261.057,56.692,12.405.365,293.770,25.016.884,12261057.0,56692.0,12405365.0,293770.0,25016884.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,(2.370.704),(4.953),(1.134.617),(576.892.131),(580.402.405),-2370704.0,-4953.0,-1134617.0,-576892131.0,-580402405.0
1. Nợ phải trả bộ phận,1. Nợ phải trả bộ phận,1. Nợ phải trả bộ phận,(1.299.343),-,(50.652),(576.866.462),(578.216.457),-1299343.0,,-50652.0,-576866462.0,-578216457.0
2. Nợ phân bổ,2. Nợ phân bổ,2. Nợ phân bổ,(1.071.361),(4.953),(1.083.965),(25.669),(2.185.948),-1071361.0,-4953.0,-1083965.0,-25669.0,-2185948.0
