row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5,numeric__Tổng
,,,Không chịu lãi,Trên 3 tháng,Đến 3 tháng,Đến 01 tháng,Từ 01-03 tháng,Từ 03-06 tháng,Từ 06 -12 tháng,Từ 01-05 năm,Trên 05 năm,Tổng,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",1.370.849,-,-,-,-,-,-,-,-,1.370.849,1370849.0,,,,,,,,,1370849.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,54.763.646,-,-,-,-,-,-,-,-,54.763.646,54763646.0,,,,,,,,,54763646.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,-,53.026.255,5.041.192,5.408.467,73.014,118.410,-,63.667.338,,,,53026255.0,5041192.0,5408467.0,73014.0,118410.0,,63667338.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),3.880,-,-,-,5.200.730,2.648.542,-,-,-,7.853.152,3880.0,,,,5200730.0,2648542.0,,,,7853152.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),-,13.254.425,8.518.218,146.490.857,230.841.901,13.869.196,11.549.949,9.970.496,3.969.105,438.464.147,,13254425.0,8518218.0,146490857.0,230841901.0,13869196.0,11549949.0,9970496.0,3969105.0,438464147.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),29.454,526.536,-,-,3.181.108,6.356.597,-,1.903.871,20.209.829,32.207.395,29454.0,526536.0,,,3181108.0,6356597.0,,1903871.0,20209829.0,32207395.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",501.444,-,-,-,-,-,-,-,-,501.444,501444.0,,,,,,,,,501444.0
