row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Mua sắm tài sản cố định và xây dựng cơ bản dở dang(xem Thuyết minh số 17.2),Mua sắm tài sản cố định và xây dựng cơ bản dở dang(xem Thuyết minh số 17.2),Mua sắm tài sản cố định và xây dựng cơ bản dở dang(xem Thuyết minh số 17.2),961.372,1.127.475,961372.0,1127475.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,17.899.290,28.098.871,17899290.0,28098871.0
Trong đó:- Phải thu liên quan đến thư tín dụng trả chậm cóthể thanh toán ngay,Trong đó:- Phải thu liên quan đến thư tín dụng trả chậm cóthể thanh toán ngay,Trong đó:- Phải thu liên quan đến thư tín dụng trả chậm cóthể thanh toán ngay,10.104.025,17.034.245,10104025.0,17034245.0
- Phải thu tiền bán trái phiếu,- Phải thu tiền bán trái phiếu,- Phải thu tiền bán trái phiếu,2.476.541,3.388.279,2476541.0,3388279.0
- Phải thu hợp đồng bán nợ,- Phải thu hợp đồng bán nợ,- Phải thu hợp đồng bán nợ,3.834.755,6.329.712,3834755.0,6329712.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,1.483.969,1.908.367,1483969.0,1908367.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",13.949.182,15.295.742,13949182.0,15295742.0
Tài sắn có khác (xem Thuyết minh số 17.3),Tài sắn có khác (xem Thuyết minh số 17.3),Tài sắn có khác (xem Thuyết minh số 17.3),3.230.825,1.178.109,3230825.0,1178109.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác(xem Thuyết minh số 17.4),Dự phòng rủi ro cho các tài sản Có nội bằng khác(xem Thuyết minh số 17.4),Dự phòng rủi ro cho các tài sản Có nội bằng khác(xem Thuyết minh số 17.4),(86.402),(126.914),-86402.0,-126914.0
,,,35.954.267,45.573.283,35954267.0,45573283.0
