row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Dự phòng nợ phải thu khó đòi,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Dự phòng nợ phải thu khó đòi,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số đầu năm,Số đầu năm,Số đầu năm,72.885,-,54.029,126.914,72885.0,,54029.0,126914.0
(Hoàn nhập)/Trích lập dự phòng trong năm,(Hoàn nhập)/Trích lập dự phòng trong năm,(Hoàn nhập)/Trích lập dự phòng trong năm,(25.573),3.000,19.235,(6.338),-25573.0,3000.0,19235.0,-6338.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,,,(37.174),(37.174),,,-37174.0,-37174.0
Số cuối năm,Số cuối năm,Số cuối năm,47.312,3.000,36.090,86.402,47312.0,3000.0,36090.0,86402.0
