row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,1.961.411,2.270.232,1961411.0,2270232.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,126.648.535,110.741.372,126648535.0,110741372.0
Công ty cổ phần có hơn 50% Vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% Vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% Vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),9.769.747,10.452.618,9769747.0,10452618.0
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,213.556.250,168.426.720,213556250.0,168426720.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,27.646,26.855,27646.0,26855.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,5.996.418,5.884.271,5996418.0,5884271.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,63.057,126.605,63057.0,126605.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,30.406,34.395,30406.0,34395.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",80.410.677,87.645.147,80410677.0,87645147.0
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,-,25.000,,25000.0
,,,438.464.147,385.633.215,438464147.0,385633215.0
