row_label_raw,row_label_full,Bà Ngô Thu Hà,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Lê Đăng Khoa,Ông Lê Đăng Khoa,Ông Lê Đăng Khoa,Phó Tổng Giám đốc,
Ông Nguyễn Huy Tài,Ông Nguyễn Huy Tài,Ông Nguyễn Huy Tài,Phó Tổng Giám đốc,
Bà Ninh Thị Lan Phương,Bà Ninh Thị Lan Phương,Bà Ninh Thị Lan Phương,Phó Tổng Giám đốc,
Bà Hoàng Thị Mai Thảo,Bà Hoàng Thị Mai Thảo,Bà Hoàng Thị Mai Thảo,Phó Tổng Giám đốc,
Ông Đỗ Đức Hải,Ông Đỗ Đức Hải,Ông Đỗ Đức Hải,Phó Tổng Giám đốc,
Ông Đỗ Quang Vinh,Ông Đỗ Quang Vinh,Ông Đỗ Quang Vinh,Phó Tổng Giám đốc,
Ông Lưu Danh Đức,Ông Lưu Danh Đức,Ông Lưu Danh Đức,Phó Tổng Giám đốc,
Ông Trần Xuân Huy,Ông Trần Xuân Huy,Ông Trần Xuân Huy,Phó Tổng Giám đốc (bố nhiệm ngày 01 tháng 3 năm 2023 và miễn nhiệm ngày 14 tháng 10 năm 2023),
Bà Ngô Thị Vân,Bà Ngô Thị Vân,Bà Ngô Thị Vân,Kế toán trường,
