row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN,,,,,,,
I.,A. > I.,I.,Tiền mặt,5,1.370.849,1.897.545,,5.0,1370849.0,1897545.0
II.,A. > II.,II.,Tiền gửi tại Ngân hàng Trung ương,6,54.763.646,15.145.862,,6.0,54763646.0,15145862.0
III.,A. > III.,III.,Tiền gửi và cho vay các TCTD khác,7,63.548.928,63.008.862,,7.0,63548928.0,63008862.0
1.,A. > 1.,1.,Tiền gửi tại các TCTD khác,,54.825.905,52.456.685,,,54825905.0,52456685.0
2.,A. > 2.,2.,Cho vay các TCTD khác,,8.841.433,10.651.971,,,8841433.0,10651971.0
3.,A. > 3.,3.,Dự phòng rủi ro cho vay các TCTD khác,8,(118.410),(99.794),,8.0,-118410.0,-99794.0
IV.,A. > IV.,IV.,Chứng khoán kinh doanh,9,7.792.742,1.547,,9.0,7792742.0,1547.0
1.,A. > 1.,1.,Chứng khoán kinh doanh,,7.853.152,3.881,,,7853152.0,3881.0
2.,A. > 2.,2.,Dự phòng rủi ro chứng khoán kinh doanh,,(60.410),(2.334),,,-60410.0,-2334.0
V.,A. > V.,V.,Các công cụ tài chính phải sinh và các tài sản tài chính khác,10,-,269.772,,10.0,,269772.0
VI.,A. > VI.,VI.,Cho vay khách hàng,,429.362.729,378.575.443,,,429362729.0,378575443.0
1.,A. > 1.,1.,Cho vay khách hàng,11,438.464.147,385.633.215,,11.0,438464147.0,385633215.0
2.,A. > 2.,2.,Dự phòng rủi ro cho vay khách hàng,12,(9.101.418),(7.057.772),,12.0,-9101418.0,-7057772.0
VII.,A. > VII.,VII.,Chứng khoán đầu tư,13,32.063.660,32.954.676,,13.0,32063660.0,32954676.0
1.,A. > 1.,1.,Chứng khoán đầu tư sẵn sàng để bán,13.1,14.373.759,12.988.616,,131.0,14373759.0,12988616.0
2.,A. > 2.,2.,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,17.833.636,20.063.662,,132.0,17833636.0,20063662.0
3.,A. > 3.,3.,Dự phòng rủi ro chứng khoán đầu tư,13.4,(143.735),(97.602),,134.0,-143735.0,-97602.0
VIII.,A. > VIII.,VIII.,"Góp vốn, đầu tư dài hạn",14,414.448,46.699,,14.0,414448.0,46699.0
1,A. > 1,1,Đầu tư vào công ty liên kết,,343.172,-,,,343172.0,
2.,A. > 2.,2.,Đầu tư dài hạn khác,,158.272,158.272,,,158272.0,158272.0
3.,A. > 3.,3.,Dự phòng giảm giá đầu tư dài hạn,,(86.996),(111.573),,,-86996.0,-111573.0
IX.,A. > IX.,IX.,Tài sản cố định,,5.229.416,4.954.396,,,5229416.0,4954396.0
1.,A. > 1.,1.,Tài sản cố định hữu hình,15,734.978,502.854,,15.0,734978.0,502854.0
a.,A. > a.,a.,Nguyên giá TSCĐ,,1.528.503,1.287.149,,,1528503.0,1287149.0
b.,A. > b.,b.,Hao mòn TSCĐ,,(793.525),(784.295),,,-793525.0,-784295.0
2.,A. > 2.,2.,Tài sản cố định vô hình,16,4.494.438,4.451.542,,16.0,4494438.0,4451542.0
a.,A. > a.,a.,Nguyên giá TSCĐ,,4.825.929,4.772.975,,,4825929.0,4772975.0
b.,A. > b.,b.,Hao mòn TSCĐ,,(331.491),(321.433),,,-331491.0,-321433.0
X.,A. > X.,X.,Tài sản Có khác,17,35.954.267,45.573.283,,17.0,35954267.0,45573283.0
1.,A. > 1.,1.,Các khoản phải thu,,18.860.662,29.226.346,,,18860662.0,29226346.0
2.,A. > 2.,2.,"Các khoản lãi, phí phải thu",,13.949.182,15.295.742,,,13949182.0,15295742.0
3.,A. > 3.,3.,Tài sản Có khác,17.3,3.230.825,1.178.109,,173.0,3230825.0,1178109.0
4.,A. > 4.,4.,Dự phòng rủi ro cho các tài sản Có nội bằng khác,17.4,(86.402),(126.914),,174.0,-86402.0,-126914.0
TỔNG TÀI SẢN CÓ,A. > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,630.500.685,542.428.085,,,630500685.0,542428085.0
