row_label_raw,row_label_full,TỔNG TÀI SẢN,487.691.706,92.685.038,34.339.534,15.784.407,630.500.685,numeric__487.691.706,numeric__92.685.038,numeric__34.339.534,numeric__15.784.407,numeric__630.500.685
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
"Tiền gửi và vay của chính phủ, NHNN và các TCTD khác","Nợ phải trả > Tiền gửi và vay của chính phủ, NHNN và các TCTD khác","Tiền gửi và vay của chính phủ, NHNN và các TCTD khác",62.608.100,78,51,9.491.723,72.099.952,62608100.0,78.0,51.0,9491723.0,72099952.0
Tiền gửi khách hàng,Nợ phải trả > Tiền gửi khách hàng,Tiền gửi khách hàng,323.666.778,88.268.231,32.653.291,2.915.126,447.503.426,323666778.0,88268231.0,32653291.0,2915126.0,447503426.0
Huy động khác,Nợ phải trả > Huy động khác,Huy động khác,36.362.582,4.401.428,3.766.104,-,44.530.114,36362582.0,4401428.0,3766104.0,,44530114.0
Nợ phải trả khác,Nợ phải trả > Nợ phải trả khác,Nợ phải trả khác,11.090.199,2.348.324,1.019.036,1.811.354,16.268.913,11090199.0,2348324.0,1019036.0,1811354.0,16268913.0
TỔNG Nợ PHẢI TRẢ,Nợ phải trả > TỔNG Nợ PHẢI TRẢ,TỔNG Nợ PHẢI TRẢ,433.727.659,95.018.061,37.438.482,14.218.203,580.402.405,433727659.0,95018061.0,37438482.0,14218203.0,580402405.0
