row_label_raw,row_label_full,Khoản mục,Số đầu năm(Số liệu đã báo cáo) > Triệu VND,Số đầu năm(Số liệu đã báo cáo) > Triệu VND_1,Số điều chỉnh (*) > Triệu VND,Số đầu năm(Trình bày lại),numeric__Số đầu năm(Số liệu đã báo cáo) > Triệu VND,numeric__Số đầu năm(Số liệu đã báo cáo) > Triệu VND_1,numeric__Số điều chỉnh (*) > Triệu VND,numeric__Số đầu năm(Trình bày lại)
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,37.702.381,(8.476.035),29.226.346,,37702381.0,-8476035.0,29226346.0,
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,11.169.561,(8.476.035),2.693.526,,11169561.0,-8476035.0,2693526.0,
