row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trính bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trính bày lại)
,,,Triệu VND,Triệu VND,,
Nợ gốc của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,Nợ gốc của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,Nợ gốc của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,17.017.207,15.560.184,17017207.0,15560184.0
Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,Nợ lãi của khoản nợ đã xử lý rủi ro đang trong thời gian theo dõi,16.488.280,19.262.114,16488280.0,19262114.0
Các khoản nợ khác đã xử lý,Các khoản nợ khác đã xử lý,Các khoản nợ khác đã xử lý,37.174,-,37174.0,
,,,33.542.661,34.822.298,33542661.0,34822298.0
