row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.435.481.895.023,1.469.530.097.504,100.0,,1435481895023.0,1469530097504.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,125.819.376.543,274.788.860.733,110.0,4.0,125819376543.0,274788860733.0
1. Tiền,1. Tiền,1. Tiền,111,,73.879.129.953,274.788.860.733,111.0,,73879129953.0,274788860733.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,51.940.246.590,-,112.0,,51940246590.0,
II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,130,,1.173.079.332.537,742.340.601.536,130.0,,1173079332537.0,742340601536.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,696.706.158.679,611.456.393.218,131.0,6.0,696706158679.0,611456393218.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,1.220.490.584,11.408.561.139,132.0,,1220490584.0,11408561139.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,7,164.500.000.000,-,135.0,7.0,164500000000.0,
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,8,317.024.296.339,125.847.260.244,136.0,8.0,317024296339.0,125847260244.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,9,(6.371.613.065),(6.371.613.065),137.0,9.0,-6371613065.0,-6371613065.0
III. Hàng tồn kho,III. Hàng tồn kho,III. Hàng tồn kho,140,10,135.237.368.109,451.427.489.086,140.0,10.0,135237368109.0,451427489086.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,135.237.368.109,451.427.489.086,141.0,,135237368109.0,451427489086.0
IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,150,,1.345.817.834,973.146.149,150.0,,1345817834.0,973146149.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,1.345.817.834,973.146.149,151.0,11.0,1345817834.0,973146149.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,907.599.966.642,667.023.112.984,200.0,,907599966642.0,667023112984.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,652.381.057.429,481.361.313.009,210.0,,652381057429.0,481361313009.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,8,652.381.057.429,481.361.313.009,216.0,8.0,652381057429.0,481361313009.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,148.766.303.009,135.251.273.072,220.0,,148766303009.0,135251273072.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,140.390.464.647,134.698.643.379,221.0,12.0,140390464647.0,134698643379.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,158.287.225.661,142.951.675.661,222.0,,158287225661.0,142951675661.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(17.896.761.014),(8.253.032.282),223.0,,-17896761014.0,-8253032282.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,8.375.838.362,552.629.693,227.0,13.0,8375838362.0,552629693.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,9.344.387.658,1.247.902.042,228.0,,9344387658.0,1247902042.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(968.549.296),(695.272.349),229.0,,-968549296.0,-695272349.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,37.648.390.955,5.614.765.426,240.0,,37648390955.0,5614765426.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,14,37.648.390.955,5.614.765.426,242.0,14.0,37648390955.0,5614765426.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,5,50.520.000.000,40.000.000.000,250.0,5.0,50520000000.0,40000000000.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,50.520.000.000,40.000.000.000,251.0,,50520000000.0,40000000000.0
