row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,22,1.987.758.432.856,1.390.541.454.277,1.0,22.0,1987758432856.0,1390541454277.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,12.802.872.727,-,2.0,,12802872727.0,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,1.974.955.560.129,1.390.541.454.277,10.0,,1974955560129.0,1390541454277.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,23,1.358.255.049.012,941.459.364.885,11.0,23.0,1358255049012.0,941459364885.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,616.700.511.117,449.082.089.392,20.0,,616700511117.0,449082089392.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,26,5.184.139.857,2.645.763.985,21.0,26.0,5184139857.0,2645763985.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,,22.231.183.764,-,22.0,,22231183764.0,
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,22.231.183.764,-,23.0,,22231183764.0,
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,24,41.127.410.219,7.988.538.833,25.0,24.0,41127410219.0,7988538833.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,24,93.572.241.204,71.385.444.835,26.0,24.0,93572241204.0,71385444835.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,464.953.815.787,372.353.869.709,30.0,,464953815787.0,372353869709.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,319.310.271,326.202.609,31.0,,319310271.0,326202609.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,1.609.852.930,1.139.783.553,32.0,,1609852930.0,1139783553.0
13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),40,,(1.290.542.659),(813.580.944),40.0,,-1290542659.0,-813580944.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,463.663.273.128,371.540.288.765,50.0,,463663273128.0,371540288765.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,27,92.847.625.212,74.536.014.464,51.0,27.0,92847625212.0,74536014464.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,370.815.647.916,297.004.274.301,60.0,,370815647916.0,297004274301.0
