row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,1.987.758.432.856,1.390.541.454.277,1987758432856.0,1390541454277.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu môi giới bắt động sản,Trong đó: > Doanh thu môi giới bắt động sản,Doanh thu môi giới bắt động sản,988.104.528.690,927.974.385.319,988104528690.0,927974385319.0
Doanh thu chuyển nhượng bắt động sản,Trong đó: > Doanh thu chuyển nhượng bắt động sản,Doanh thu chuyển nhượng bắt động sản,980.073.167.138,462.567.068.958,980073167138.0,462567068958.0
Doanh thu cho thuê văn phòng,Trong đó: > Doanh thu cho thuê văn phòng,Doanh thu cho thuê văn phòng,19.580.737.028,-,19580737028.0,
,,,1.987.758.432.856,1.390.541.454.277,1987758432856.0,1390541454277.0
Các khoản giám trừ doanh thu,Các khoản giám trừ doanh thu,Các khoản giám trừ doanh thu,Các khoản giám trừ doanh thu,Các khoản giám trừ doanh thu,,
Hàng bán bị trả lại,Các khoản giám trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,12.802.872.727,-,12802872727.0,
,,,12.802.872.727,-,12802872727.0,
Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày tại Thuyết minh số 28),Các khoản giám trừ doanh thu > Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày tại Thuyết minh số 28),Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày tại Thuyết minh số 28),303.154.093.449,278.658.697.154,303154093449.0,278658697154.0
