row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá trị,Số có khả năng trả nợ,Giá trị,Số có khả năng trả nợ,,,,
Công ty Cổ phần Bắt động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bắt động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bắt động sản Ngôi Sao Toàn Cầu,68.114.482.824,68.114.482.824,64.541.873.140,64.541.873.140,68114482824.0,68114482824.0,64541873140.0,64541873140.0
Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,14.054.380.711,14.054.380.711,38.480.514.133,38.480.514.133,14054380711.0,14054380711.0,38480514133.0,38480514133.0
Công ty Cổ phần Bắt Động Sản Galaxy Land,Công ty Cổ phần Bắt Động Sản Galaxy Land,Công ty Cổ phần Bắt Động Sản Galaxy Land,3.089.023.296,3.089.023.296,-,-,3089023296.0,3089023296.0,,
Công ty Cổ phần Bắt động sản Cen Sài Gòn,Công ty Cổ phần Bắt động sản Cen Sài Gòn,Công ty Cổ phần Bắt động sản Cen Sài Gòn,2.135.526.303,2.135.526.303,3.713.226.474,3.713.226.474,2135526303.0,2135526303.0,3713226474.0,3713226474.0
Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,2.005.260.500,2.005.260.500,-,-,2005260500.0,2005260500.0,,
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,1.076.862.480,1.076.862.480,4.332.931.966,4.332.931.966,1076862480.0,1076862480.0,4332931966.0,4332931966.0
Công ty Cổ phần Dịch vụ Gia tầng Bắt động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tầng Bắt động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tầng Bắt động sản Thế kỳ,6.954.065,,5.047.738.427,,6954065.0,,5047738427.0,
Công ty Cổ phần Nhà rè 24H,Công ty Cổ phần Nhà rè 24H,Công ty Cổ phần Nhà rè 24H,-,-,3.241.149.985,3.241.149.985,,,3241149985.0,3241149985.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,8.321.824.439,8.321.824.439,5.024.038.852,5.024.038.852,8321824439.0,8321824439.0,5024038852.0,5024038852.0
,,,98.804.314.618,98.804.314.618,124.381.472.977,124.381.472.977,98804314618.0,98804314618.0,124381472977.0,124381472977.0
Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),87.830.049.708,87.830.049.708,116.152.694.040,116.152.694.040,87830049708.0,87830049708.0,116152694040.0,116152694040.0
