row_label_raw,row_label_full,col_0,31/12/2023Triệu VND > Giá trị theo hợp đồng - gộp,31/12/2023Triệu VND > Tiền gửi ký quỹ,31/12/2023Triệu VND > Giá trị theo hợp đồng - thuần,31/12/2022Triệu VND > Giá trị theo hợp đồng - gộp,31/12/2022Triệu VND > Tiền gửi ký quỹ,31/12/2022Triệu VND > Giá trị theo hợp đồng - thuần,numeric__31/12/2023Triệu VND > Giá trị theo hợp đồng - gộp,numeric__31/12/2023Triệu VND > Tiền gửi ký quỹ,numeric__31/12/2023Triệu VND > Giá trị theo hợp đồng - thuần,numeric__31/12/2022Triệu VND > Giá trị theo hợp đồng - gộp,numeric__31/12/2022Triệu VND > Tiền gửi ký quỹ,numeric__31/12/2022Triệu VND > Giá trị theo hợp đồng - thuần
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,,,,,,
- Cam kết mua ngoại tệ,Cam kết giao dịch hối đoái > - Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,8.707,-,8.707,705.900,-,705.900,8707.0,,8707.0,705900.0,,705900.0
- Cam kết bán ngoại tệ,Cam kết giao dịch hối đoái > - Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,8.693,-,8.693,705.900,-,705.900,8693.0,,8693.0,705900.0,,705900.0
- Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hối đoái > - Cam kết giao dịch hoán đổi tiền tệ,- Cam kết giao dịch hoán đổi tiền tệ,64.332.668,-,64.332.668,88.311.196,-,88.311.196,64332668.0,,64332668.0,88311196.0,,88311196.0
Cam kết trong nghiệp vụ L/C,Cam kết giao dịch hối đoái > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,6.662.109,(59.346),6.602.763,5.518.179,(24.492),5.493.687,6662109.0,-59346.0,6602763.0,5518179.0,-24492.0,5493687.0
Bảo lãnh khác,Cam kết giao dịch hối đoái > Bảo lãnh khác,Bảo lãnh khác,5.515.126,(303.095),5.212.031,6.389.232,(280.286),6.108.946,5515126.0,-303095.0,5212031.0,6389232.0,-280286.0,6108946.0
Hợp đồng hoán đổi lãi suất,Cam kết giao dịch hối đoái > Hợp đồng hoán đổi lãi suất,Hợp đồng hoán đổi lãi suất,7.974.600,-,7.974.600,7.759.570,-,7.759.570,7974600.0,,7974600.0,7759570.0,,7759570.0
