row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay của khách hàng và các TCTD Triệu VND,Tổng tiền gửi của khách hàng và các TCTD Triệu VND,Các cam kết tín dụng Triệu VND,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác (thuần) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tổng dư nợ cho vay của khách hàng và các TCTD Triệu VND,numeric__Tổng tiền gửi của khách hàng và các TCTD Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Các công cụ tài chính phải sinh và các khoản nợ tài chính khác (thuần) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND
Trong nước Nước ngoài,Trong nước Nước ngoài,Trong nước Nước ngoài,178.637.341 331.152,193.889.938 36.440,11.814.794 -,107.131 -,22.626.091 -,,,,,
Trong nước Nước ngoài,Trong nước Nước ngoài > Trong nước Nước ngoài,Trong nước Nước ngoài,178.968.493,193.926.378,11.814.794,107.131,22.626.091,178968493.0,193926378.0,11814794.0,107131.0,22626091.0
