row_label_raw,row_label_full,col_0,Vốn điều lệTriệu VND,Thặng dưvốn cổ phầnTriệu VND,Quỹ dự phòngtài chínhTriệu VND,Quỹ dự trữ bổsung vốn điều lệTriệu VND,Lợi nhuậnchưa phân phốiTriệu VND,Tổng cộngTriệu VND,numeric__Vốn điều lệTriệu VND,numeric__Thặng dưvốn cổ phầnTriệu VND,numeric__Quỹ dự phòngtài chínhTriệu VND,numeric__Quỹ dự trữ bổsung vốn điều lệTriệu VND,numeric__Lợi nhuậnchưa phân phốiTriệu VND,numeric__Tổng cộngTriệu VND
Số dư tại ngày 01/01/2023,Số dư tại ngày 01/01/2023,Số dư tại ngày 01/01/2023,20.402.983,1.204.184,915.527,195.340,3.522.673,26.240.707,20402983.0,1204184.0,915527.0,195340.0,3522673.0,26240707.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,3.710.081,3.710.081,,,,,3710081.0,3710081.0
Tăng vốn từ phát hành cổ phiếu theochương trình lựa chọn cho người lao động,Tăng vốn từ phát hành cổ phiếu theochương trình lựa chọn cho người lao động,Tăng vốn từ phát hành cổ phiếu theochương trình lựa chọn cho người lao động,420.000,84.000,-,-,-,504.000,420000.0,84000.0,,,,504000.0
Phát hành cổ phiếu đề trả cổ tức,Phát hành cổ phiếu đề trả cổ tức,Phát hành cổ phiếu đề trả cổ tức,2.952.000,-,-,-,(2.952.000),-,2952000.0,,,,-2952000.0,
Tăng vốn từ nguồn thẳng dư vốn cổ phần,Tăng vốn từ nguồn thẳng dư vốn cổ phần,Tăng vốn từ nguồn thẳng dư vốn cổ phần,1.182.017,(1.182.017),-,-,-,-,1182017.0,-1182017.0,,,,
Trích quỹ trong năm,Trích quỹ trong năm,Trích quỹ trong năm,-,-,371.008,185.504,(556.512),-,,,371008.0,185504.0,-556512.0,
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",-,-,-,-,(116.000),(116.000),,,,,-116000.0,-116000.0
Số dư tại ngày 31/12/2023,Số dư tại ngày 31/12/2023,Số dư tại ngày 31/12/2023,24.957.000,106.167,1.286.535,380.844,3.608.242,30.338.788,24957000.0,106167.0,1286535.0,380844.0,3608242.0,30338788.0
