row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.485.514,1.468.636,1485514.0,1468636.0
- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,1.014.792,325.607,1014792.0,325607.0
- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,3.718,6.971,3718.0,6971.0
- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,173.661,533.564,173661.0,533564.0
- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,293.343,602.494,293343.0,602494.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(205.931),(227.637),-205931.0,-227637.0
- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,(89.644),(81.601),-89644.0,-81601.0
- Chi về dịch vụ ngân quỹ,- Chi về dịch vụ ngân quỹ,- Chi về dịch vụ ngân quỹ,(19.372),(21.384),-19372.0,-21384.0
- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,(96.915),(124.652),-96915.0,-124652.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.279.583,1.240.999,1279583.0,1240999.0
