row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,31/12/2023Triệu VND,31/12/2022Triệu VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2023Triệu VND,numeric__31/12/2022Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,V.1,851.268,1.037.776,,,851268.0,1037776.0
II,A > II,II,"Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNNVN"")",V.2,2.784.593,9.280.904,,,2784593.0,9280904.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",V.3,52.998.574,48.593.410,,,52998574.0,48593410.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,50.108.024,44.987.465,,,50108024.0,44987465.0
2,A > 2,2,Cho vay các TCTD khác,,2.890.550,3.605.945,,,2890550.0,3605945.0
IV,A > IV,IV,Chứng khoán kinh doanh,V.4,8.353.236,5.407.085,,,8353236.0,5407085.0
1,A > 1,1,Chứng khoán kinh doanh,,8.353.236,5.407.085,,,8353236.0,5407085.0
VI,A > VI,VI,Cho vay khách hàng,,173.289.042,146.950.195,,,173289042.0,146950195.0
1,A > 1,1,Cho vay khách hàng,V.5,176.077.943,149.226.760,,,176077943.0,149226760.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,V.6,(2.788.901),(2.276.565),,,-2788901.0,-2276565.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,14.204.712,8.184.344,,,14204712.0,8184344.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,V.7a,13.953.491,7.869.250,,,13953491.0,7869250.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,V.7b,319.364,319.364,,,319364.0,319364.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,V.7c,(68.143),(4.270),,,-68143.0,-4270.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",V.8,2.318.530,1.817.951,,,2318530.0,1817951.0
1,A > 1,1,Đầu tư vào công ty con,,2.260.000,1.760.000,,,2260000.0,1760000.0
4,A > 4,4,Đầu tư dài hạn khác,,59.070,59.070,,,59070.0,59070.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(540),(1.119),,,-540.0,-1119.0
X,A > X,X,"Tài sản cố định (""TSCĐ"")",,1.265.655,1.080.992,,,1265655.0,1080992.0
1,A > 1,1,Tài sản cố định hữu hình,V.9,549.636,425.090,,,549636.0,425090.0
,,,- Nguyên giá TSCĐ,,1.078.032,872.157,,,1078032.0,872157.0
,,,- Hao mòn TSCĐ,,(528.396),(447.067),,,-528396.0,-447067.0
3,A > 3,3,Tài sản cố định vô hình,V.10,716.019,655.902,,,716019.0,655902.0
,,,- Nguyên giá TSCĐ,,950.649,849.107,,,950649.0,849107.0
,,,- Hao mòn TSCĐ,,(234.630),(193.205),,,-234630.0,-193205.0
XII,A > XII,XII,Tài sản Có khác,V.11,12.109.420,9.815.811,,,12109420.0,9815811.0
1,A > 1,1,Các khoản phải thu,,6.802.965,5.963.308,,,6802965.0,5963308.0
2,A > 2,2,Các khoản lãi và phí phải thu,,3.277.171,2.503.670,,,3277171.0,2503670.0
4,A > 4,4,Tài sản Có khác,,2.056.959,1.376.226,,,2056959.0,1376226.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(27.675),(27.393),,,-27675.0,-27393.0
,,,TỔNG TÀI SẢN,,268.175.030,232.168.468,,,268175030.0,232168468.0
