row_label_raw,row_label_full,"(a) Số dư tiền gửi, chứng chỉ tiền gửi của khách hàng bằng Đồng Việt Nam tại chính tổ chức tín dụng, chỉ nhánh ngân hàng nước ngoài",100%,numeric__100%
"(b) Trái phiếu Chính phủ, vàng miếng, chứng chỉ tiền gửi của khách hàng bằng ngoại tệ tại chính tổ chức tín dụng, chỉ nhánh ngân hàng nước ngoài","(b) Trái phiếu Chính phủ, vàng miếng, chứng chỉ tiền gửi của khách hàng bằng ngoại tệ tại chính tổ chức tín dụng, chỉ nhánh ngân hàng nước ngoài","(b) Trái phiếu Chính phủ, vàng miếng, chứng chỉ tiền gửi của khách hàng bằng ngoại tệ tại chính tổ chức tín dụng, chỉ nhánh ngân hàng nước ngoài",95%,0.95
"(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh, công cụ chuyển nhượng, giấy tờ có giá do chính tổ chức tín dụng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, kỳ phiếu, tín phiếu do tổ chức tín dụng, chỉ nhánh ngân hàng nước ngoài khác phát hành:","(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh, công cụ chuyển nhượng, giấy tờ có giá do chính tổ chức tín dụng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, kỳ phiếu, tín phiếu do tổ chức tín dụng, chỉ nhánh ngân hàng nước ngoài khác phát hành:","(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh, công cụ chuyển nhượng, giấy tờ có giá do chính tổ chức tín dụng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, kỳ phiếu, tín phiếu do tổ chức tín dụng, chỉ nhánh ngân hàng nước ngoài khác phát hành:",,
