row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank,,
Chi phí thuê văn phòng,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank > Chi phí thuê văn phòng,Chi phí thuê văn phòng,5.068,4.267,5068.0,4267.0
Chi phí lãi tiền gửi,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,27.309,870,27309.0,870.0
Thu nhập từ góp vốn,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank > Thu nhập từ góp vốn,Thu nhập từ góp vốn,29.649,-,29649.0,
Thu nhập lãi cho vay,Công ty TNHH Quản lý nợ và Khai thác Tài sản SeABank > Thu nhập lãi cho vay,Thu nhập lãi cho vay,644,-,644.0,
Công ty Tài chính TNHH MTV Bưu điện (PTF),Công ty Tài chính TNHH MTV Bưu điện (PTF),Công ty Tài chính TNHH MTV Bưu điện (PTF),Công ty Tài chính TNHH MTV Bưu điện (PTF),Công ty Tài chính TNHH MTV Bưu điện (PTF),,
Chi phí lãi tiền gửi,Công ty Tài chính TNHH MTV Bưu điện (PTF) > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,292,263,292.0,263.0
Thu nhập từ đầu tư chứng chỉ tiền gửi,Công ty Tài chính TNHH MTV Bưu điện (PTF) > Thu nhập từ đầu tư chứng chỉ tiền gửi,Thu nhập từ đầu tư chứng chỉ tiền gửi,104.683,37.896,104683.0,37896.0
Thu nhập lãi tiền gửi,Công ty Tài chính TNHH MTV Bưu điện (PTF) > Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,121.699,91.022,121699.0,91022.0
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,,
Chi phí lãi tiền gửi,Công ty Cổ phần Thăng Long GTC > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,21.376,17.703,21376.0,17703.0
Thu nhập từ phí bảo lãnh,Công ty Cổ phần Thăng Long GTC > Thu nhập từ phí bảo lãnh,Thu nhập từ phí bảo lãnh,7,-,7.0,
Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,,
Chi phí lãi tiền gửi,Công ty Cổ phần Tập đoàn BRG và Công ty con > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,23.929,15.539,23929.0,15539.0
Thu nhập từ phí bảo lãnh,Công ty Cổ phần Tập đoàn BRG và Công ty con > Thu nhập từ phí bảo lãnh,Thu nhập từ phí bảo lãnh,9.110,11.641,9110.0,11641.0
