row_label_raw,row_label_full,Ông Trần Quang Nghi,Chủ tịch,numeric__Chủ tịch
Ông Lê Tiến Trường,Ông Lê Tiến Trường,Ông Lê Tiến Trường,Ủy viên,
Ông Đặng Vũ Hùng,Ông Đặng Vũ Hùng,Ông Đặng Vũ Hùng,Ủy viên,
Ông Phạm Phú Cường,Ông Phạm Phú Cường,Ông Phạm Phú Cường,Ủy viên,
Ông Lê Khắc Hiệp,Ông Lê Khắc Hiệp,Ông Lê Khắc Hiệp,Ủy viên,
