row_label_raw,row_label_full,STT,Đơn vị,Tổng doanh thu2018VND,Chi tiết doanh thu > Doanh thu bán hàng và cung cấp dịch vụ2018VND,Chi tiết doanh thu > Doanh thu hoạt động tài chính2018VND,Chi tiết doanh thu > Thu nhập khác2018VND,Lợi nhuận/(lỗ)sau thuế TNDN2018VND,numeric__Đơn vị,numeric__Tổng doanh thu2018VND,numeric__Chi tiết doanh thu > Doanh thu bán hàng và cung cấp dịch vụ2018VND,numeric__Chi tiết doanh thu > Doanh thu hoạt động tài chính2018VND,numeric__Chi tiết doanh thu > Thu nhập khác2018VND,numeric__Lợi nhuận/(lỗ)sau thuế TNDN2018VND
1,1,1,Văn phòng Công ty mẹ,637.139.352.259,120.105.026.759,515.567.234.567,1.467.090.933,369.668.575.709,,637139352259.0,120105026759.0,515567234567.0,1467090933.0,369668575709.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,1.368.233,-,1.368.233,-,(175.088.584),,1368233.0,,1368233.0,,-175088584.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,56.680.465.091,56.392.647.552,165.817.539,122.000.000,(9.768.253.543),,56680465091.0,56392647552.0,165817539.0,122000000.0,-9768253543.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,41.133,-,41.133,-,(5.708.804),,41133.0,,41133.0,,-5708804.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,121.303.733.245,120.999.846.287,205.979.332,97.907.626,137.930.224,,121303733245.0,120999846287.0,205979332.0,97907626.0,137930224.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,20.073.518.805,20.066.259.541,7.259.264,-,(25.204.298.462),,20073518805.0,20066259541.0,7259264.0,,-25204298462.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,344.737.230.278,343.878.004.323,859.225.955,-,6.202.217.901,,344737230278.0,343878004323.0,859225955.0,,6202217901.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,287.704.278.342,286.368.074.839,1.336.203.503,-,(2.704.588.222),,287704278342.0,286368074839.0,1336203503.0,,-2704588222.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,22.338.959.441,22.330.552.407,7.219.167,1.187.867,7.235.970.846,,22338959441.0,22330552407.0,7219167.0,1187867.0,7235970846.0
2,2,2,Các đơn vị phụ thuộcTrung tâm xử lý nước thải KCNDệt May Phố NóiChi nhánh Tập đoàn Đệt MayViệt Nam tại TP. Hồ Chí MinhXí nghiệp May Vinatex Quảng NgãiNhà máy Sợi Phú HưngNhà máy Sản xuất vải Yarn DyedNhà máy Sợi Vinatex Phú CườngNhà máy Sợi Vinatex Nam ĐịnhTrung tâm Thời trang VinatexNhà máy May Vinatex Kiên Giang,-,-,-,-,(9.408.935),,,,,,-9408935.0
