row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Chi phí thuênhà xưởngtrả trướcVND,Công cụvà dụng cụVND,Chênh lệchtỷ giá hối đoáiVND,Chi phí khácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Chi phí thuênhà xưởngtrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chênh lệchtỷ giá hối đoáiVND,numeric__Chi phí khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,32.153.181.363,42.151.515.136,5.747.866.374,12.116.851.492,6.932.108.312,99.101.522.677,32153181363.0,42151515136.0,5747866374.0,12116851492.0,6932108312.0,99101522677.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,3.407.993.578,-,-,3.407.993.578,,,3407993578.0,,,3407993578.0
Chuyên từ xây dựng cơ bản dở dang,Chuyên từ xây dựng cơ bản dở dang,Chuyên từ xây dựng cơ bản dở dang,-,-,8.127.358.000,-,10.844.580.370,18.971.938.370,,,8127358000.0,,10844580370.0,18971938370.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.221.084.269),(17.072.932.742),(6.885.822.048),(3.029.212.872),(16.268.341.005),(44.477.392.936),-1221084269.0,-17072932742.0,-6885822048.0,-3029212872.0,-16268341005.0,-44477392936.0
Biến động khác (*),Biến động khác (*),Biến động khác (*),-,(25.078.582.394),-,-,-,(25.078.582.394),,-25078582394.0,,,,-25078582394.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,30.932.097.094,-,10.397.395.904,9.087.638.620,1.508.347.677,51.925.479.295,30932097094.0,,10397395904.0,9087638620.0,1508347677.0,51925479295.0
