row_label_raw,row_label_full,col_0,Quyềnsử dụng đấtVND,Phần mềmmáy vi tínhVND,Tổng cộngVND,numeric__Quyềnsử dụng đấtVND,numeric__Phần mềmmáy vi tínhVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,78.833.849.210,2.040.842.000,80.874.691.210,78833849210.0,2040842000.0,80874691210.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,210.000.000,210.000.000,,210000000.0,210000000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,78.833.849.210,2.250.842.000,81.084.691.210,78833849210.0,2250842000.0,81084691210.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,13.282.632.280,1.373.093.630,14.655.725.910,13282632280.0,1373093630.0,14655725910.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,1.638.730.776,518.883.244,2.157.614.020,1638730776.0,518883244.0,2157614020.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,14.921.363.056,1.891.976.874,16.813.339.930,14921363056.0,1891976874.0,16813339930.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,65.551.216.930,667.748.370,66.218.965.300,65551216930.0,667748370.0,66218965300.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,63.912.486.154,358.865.126,64.271.351.280,63912486154.0,358865126.0,64271351280.0
