row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2018VND,1/1/2018VND,numeric__Nămđáo hạn,numeric__31/12/2018VND,numeric__1/1/2018VND
Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,,,
Tổng Công ty Cổ phần Phong Phú (i),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Phong Phú (i),Tổng Công ty Cổ phần Phong Phú (i),2035,541.018.521.677,530.212.340.697,2035.0,541018521677.0,530212340697.0
Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 1 (i),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 1 (i),Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 1 (i),2035,221.034.325.642,216.610.041.473,2035.0,221034325642.0,216610041473.0
Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 2 (ii),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 2 (ii),Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 2 (ii),,-,104.848.000.000,,,104848000000.0
Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 3 (ii),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 3 (ii),Tổng Công ty Cổ phần Đệt May Hà Nội – Khoản 3 (ii),,-,32.084.000.000,,,32084000000.0
Tổng Công ty Cổ phần Đệt May Hòa Thọ (i),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Đệt May Hòa Thọ (i),Tổng Công ty Cổ phần Đệt May Hòa Thọ (i),2035,217.636.150.017,213.279.884.378,2035.0,217636150017.0,213279884378.0
Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (i),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (i),Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (i),2036,136.896.862.879,134.052.944.101,2036.0,136896862879.0,134052944101.0
Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (iii),Phải thu về cho vay các công ty con > Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (iii),Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (iii),2023,48.000.000.000,64.999.388.608,2023.0,48000000000.0,64999388608.0
Công ty Cổ phần Đệt May Huế (i),Phải thu về cho vay các công ty con > Công ty Cổ phần Đệt May Huế (i),Công ty Cổ phần Đệt May Huế (i),2035,82.691.835.524,81.036.653.097,2035.0,82691835524.0,81036653097.0
Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May,Phải thu về cho vay các công ty con > Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May,Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May,,-,75.987.039.404,,,75987039404.0
Công ty TNHH Nhà nước MTV Đệt 8-3 – Khoản 1 (i),Phải thu về cho vay các công ty con > Công ty TNHH Nhà nước MTV Đệt 8-3 – Khoản 1 (i),Công ty TNHH Nhà nước MTV Đệt 8-3 – Khoản 1 (i),2035,77.306.368.141,75.758.982.254,2035.0,77306368141.0,75758982254.0
Công ty TNHH Nhà nước MTV Đệt 8-3 – Khoản 2 (iv),Phải thu về cho vay các công ty con > Công ty TNHH Nhà nước MTV Đệt 8-3 – Khoản 2 (iv),Công ty TNHH Nhà nước MTV Đệt 8-3 – Khoản 2 (iv),2020,76.576.562.952,63.576.562.952,2020.0,76576562952.0,63576562952.0
Công ty TNHH MTV Đệt Kim Đông Xuân (i),Phải thu về cho vay các công ty con > Công ty TNHH MTV Đệt Kim Đông Xuân (i),Công ty TNHH MTV Đệt Kim Đông Xuân (i),2035,61.243.894.387,59.996.692.397,2035.0,61243894387.0,59996692397.0
,,,,1.462.404.521.219,1.652.442.529.361,,1462404521219.0,1652442529361.0
