row_label_raw,row_label_full,Bên liên quan khác,Mối quan hệ,numeric__Mối quan hệ
Công ty Liên doanh TNHH SinViet,Công ty Liên doanh TNHH SinViet,Công ty Liên doanh TNHH SinViet,Công ty liên kết của Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,
Công ty Cổ phần Điện lực Becamex Bình Phước,Công ty Cổ phần Điện lực Becamex Bình Phước,Công ty Cổ phần Điện lực Becamex Bình Phước,Công ty con của Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước,
