row_label_raw,row_label_full,Số đầu năm,Năm nay > -,Năm trước > -,numeric__Năm nay > -,numeric__Năm trước > -
Trích lập dự phòng,Trích lập dự phòng,Trích lập dự phòng,2.588.723.896,-,2588723896.0,
Số cuối năm,Số cuối năm,Số cuối năm,2.588.723.896,-,2588723896.0,
