row_label_raw,row_label_full,col_0,Lĩnh vực bán vế cầu đường,Lĩnh vực kinh doanh bất động sản,Lĩnh vực kinh doanh bất động sản đầu tư,Lĩnh vực xây dựng,Hợp đồng hợp tác kinh doanh,Các lĩnh vực khác,Cộng,numeric__Lĩnh vực bán vế cầu đường,numeric__Lĩnh vực kinh doanh bất động sản,numeric__Lĩnh vực kinh doanh bất động sản đầu tư,numeric__Lĩnh vực xây dựng,numeric__Hợp đồng hợp tác kinh doanh,numeric__Các lĩnh vực khác,numeric__Cộng
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm trước > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,293.808.133.727,698.399.311.798,20.491.123.998,128.874.330.855,13.331.735.073,29.589.872.729,1.184.494.508.180,293808133727.0,698399311798.0,20491123998.0,128874330855.0,13331735073.0,29589872729.0,1184494508180.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,-,-,-,-,-,-,-,,,,,,,
Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,293.808.133.727,698.399.311.798,20.491.123.998,128.874.330.855,13.331.735.073,29.589.872.729,1.184.494.508.180,293808133727.0,698399311798.0,20491123998.0,128874330855.0,13331735073.0,29589872729.0,1184494508180.0
Kết quả kinh doanh theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Kết quả kinh doanh theo bộ phận,Kết quả kinh doanh theo bộ phận,188.495.009.763,205.010.415.866,11.537.157.440,24.014.394.359,(622.513.675),(5.948.482.167),422.485.981.586,188495009763.0,205010415866.0,11537157440.0,24014394359.0,-622513675.0,-5948482167.0,422485981586.0
Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,,,,,,,-,,,,,,,
Lợi nhuận từ hoạt động kinh doanh,Các chi phí không phân bổ theo bộ phận > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,,,,,,,422.485.981.586,,,,,,,422485981586.0
Doanh thu hoạt động tài chính,Các chi phí không phân bổ theo bộ phận > Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,,,,,,,24.936.773.714,,,,,,,24936773714.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,,,,,,,-,,,,,,,
Thu nhập khác,Chi phí tài chính > Thu nhập khác,Thu nhập khác,,,,,,,29.099.007.312,,,,,,,29099007312.0
Chi phí khác,Chi phí tài chính > Chi phí khác,Chi phí khác,,,,,,,(16.546.693.152),,,,,,,-16546693152.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí tài chính > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,,,,,,(88.129.344.318),,,,,,,-88129344318.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,,,,,,-,,,,,,,
Lợi nhuận sau thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,,,,,,,371.845.725.142,,,,,,,371845725142.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,44.888.643.863,24.255.459.350,710.100.146,4.466.015.685,-,9.472.317.602,83.792.536.645,44888643863.0,24255459350.0,710100146.0,4466015685.0,,9472317602.0,83792536645.0
Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,69.211.709.802,34.947.420.736,9.254.337.349,6.391.158.051,-,3.844.276.473,123.648.902.411,69211709802.0,34947420736.0,9254337349.0,6391158051.0,,3844276473.0,123648902411.0
