row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,31/12/2015Nghìn VND,1/1/2015Nghìn VND,31/12/2015Nghìn VND,1/1/2015Nghìn VND,,,,
Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,Các công cụ tài chính có lãi suất cố định,,,,
Các khoản tương đương tiền,Các công cụ tài chính có lãi suất cố định > Các khoản tương đương tiền,Các khoản tương đương tiền,1.630.000,55.000.000,-,54.000.000,1630000.0,55000000.0,,54000000.0
Các khoản đầu tư giữ đến ngày đáo hạn,Các công cụ tài chính có lãi suất cố định > Các khoản đầu tư giữ đến ngày đáo hạn,Các khoản đầu tư giữ đến ngày đáo hạn,2.100.000,-,-,-,2100000.0,,,
Phải thu dài hạn khác,Các công cụ tài chính có lãi suất cố định > Phải thu dài hạn khác,Phải thu dài hạn khác,1.758.500,-,36.711.320,48.796.370,1758500.0,,36711320.0,48796370.0
Phải trả ngắn hạn khác,Các công cụ tài chính có lãi suất cố định > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,(52.213.577),(55.510.177),(52.213.577),(55.510.177),-52213577.0,-55510177.0,-52213577.0,-55510177.0
Vay ngắn hạn,Các công cụ tài chính có lãi suất cố định > Vay ngắn hạn,Vay ngắn hạn,(2.418.506.153),(1.305.713.481),-,(231.000.000),-2418506153.0,-1305713481.0,,-231000000.0
Phải trả dài hạn khác,Các công cụ tài chính có lãi suất cố định > Phải trả dài hạn khác,Phải trả dài hạn khác,(26.249.448),(116.911.926),(26.249.448),(96.945.097),-26249448.0,-116911926.0,-26249448.0,-96945097.0
Vay dài hạn,Các công cụ tài chính có lãi suất cố định > Vay dài hạn,Vay dài hạn,(39.452.364),(588.637.051),-,(327.832.798),-39452364.0,-588637051.0,,-327832798.0
,,,(2.530.933.042),(2.011.772.635),(41.751.705),(608.491.702),-2530933042.0,-2011772635.0,-41751705.0,-608491702.0
Các công cụ tài chính chịu lãi suất đã nổi,Các công cụ tài chính chịu lãi suất đã nổi,Các công cụ tài chính chịu lãi suất đã nổi,Các công cụ tài chính chịu lãi suất đã nổi,Các công cụ tài chính chịu lãi suất đã nổi,Các công cụ tài chính chịu lãi suất đã nổi,Các công cụ tài chính chịu lãi suất đã nổi,,,,
Tiền gửi ngân hàng,Các công cụ tài chính chịu lãi suất đã nổi > Tiền gửi ngân hàng,Tiền gửi ngân hàng,370.263.678,81.237.472,497.795,478.808,370263678.0,81237472.0,497795.0,478808.0
Phải thu khác,Các công cụ tài chính chịu lãi suất đã nổi > Phải thu khác,Phải thu khác,20.567.877,-,-,-,20567877.0,,,
Vay dài hạn,Các công cụ tài chính chịu lãi suất đã nổi > Vay dài hạn,Vay dài hạn,(8.480.000.000),(6.800.000.000),-,-,-8480000000.0,-6800000000.0,,
,,,(8.089.168.445),(6.718.762.528),497.795,478.808,-8089168445.0,-6718762528.0,497795.0,478808.0
