row_label_raw,row_label_full,31/12/2015,31/12/2015 > Giá trị ghi sốNghin VND,31/12/2015 > Dòng tiềntheo hợp đồngNghin VND,31/12/2015 > Trong vòng1 nămNghin VND,31/12/2015 > 1 – 2 nămNghin VND,numeric__31/12/2015 > Giá trị ghi sốNghin VND,numeric__31/12/2015 > Dòng tiềntheo hợp đồngNghin VND,numeric__31/12/2015 > Trong vòng1 nămNghin VND,numeric__31/12/2015 > 1 – 2 nămNghin VND
Phải trả người bán vàphải trả khác,Phải trả người bán vàphải trả khác,Phải trả người bán vàphải trả khác,65.056.463,65.056.463,65.056.463,-,65056463.0,65056463.0,65056463.0,
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,778.096,778.096,778.096,-,778096.0,778096.0,778096.0,
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,652.323.623,652.323.623,-,652.323.623,652323623.0,652323623.0,,652323623.0
,,,718.158.182,718.158.182,65.834.559,652.323.623,718158182.0,718158182.0,65834559.0,652323623.0
