row_label_raw,row_label_full,Cổ phiếu phổ thông:,2015,2015_1,2014,2014_1,numeric__2015,numeric__2015_1,numeric__2014,numeric__2014_1
Cổ phiếu phổ thông:,Cổ phiếu phổ thông:,Cổ phiếu phổ thông:,Số cổ phiếu,Nghìn VND,Số cổ phiếu,Nghìn VND,,,,
Số dư đầu năm,Cổ phiếu phổ thông: > Số dư đầu năm,Số dư đầu năm,703.544.898,7.035.448.980,682.678.469,6.826.784.690,703544898.0,7035448980.0,682678469.0,6826784690.0
Cổ phiếu phát hành trong năm,Cổ phiếu phổ thông: > Cổ phiếu phát hành trong năm,Cổ phiếu phát hành trong năm,-,-,20.866.429,208.664.290,,,20866429.0,208664290.0
Số dư cuối năm,Cổ phiếu phổ thông: > Số dư cuối năm,Số dư cuối năm,703.544.898,7.035.448.980,703.544.898,7.035.448.980,703544898.0,7035448980.0,703544898.0,7035448980.0
Cổ phiếu ưu đãi:,Cổ phiếu phổ thông: > Cổ phiếu ưu đãi:,Cổ phiếu ưu đãi:,2015,2015,2014,2014,2015.0,2015.0,2014.0,2014.0
Cổ phiếu ưu đãi:,Cổ phiếu ưu đãi:,Cổ phiếu ưu đãi:,Số cổ phiếu,Nghìn VND,Số cổ phiếu,Nghìn VND,,,,
Số dư đầu năm và cuối năm,Cổ phiếu ưu đãi: > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,15.902.430,159.024.300,15.902.430,159.024.300,15902430.0,159024300.0,15902430.0,159024300.0
