row_label_raw,row_label_full,"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,(2.000.266.615),(1.932.755.579),-,-_1,numeric__21,numeric__(2.000.266.615),numeric__(1.932.755.579),numeric__-,numeric__-_1
Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,22,227.273,-,-,-,22.0,227273.0,,,
Các khoản vay cấp cho một công ty con,Các khoản vay cấp cho một công ty con,Các khoản vay cấp cho một công ty con,23,-,-,-,(23.408.000),23.0,,,,-23408000.0
Tiền gửi có kỳ hạn tại ngân hàng,Tiền gửi có kỳ hạn tại ngân hàng,Tiền gửi có kỳ hạn tại ngân hàng,23,(2.100.000),-,-,-,23.0,-2100000.0,,,
Tiền thu hồi khoản cho vay tại các đơn vị khác,Tiền thu hồi khoản cho vay tại các đơn vị khác,Tiền thu hồi khoản cho vay tại các đơn vị khác,24,-,-,996.000.000,-,24.0,,,996000000.0,
Tiền thu lãi tiền gửi,Tiền thu lãi tiền gửi,Tiền thu lãi tiền gửi,27,4.661.873,4.502.683,30.210.729,711.156,27.0,4661873.0,4502683.0,30210729.0,711156.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.997.477.469),(1.928.252.896),1.026.210.729,(22.696.844),30.0,-1997477469.0,-1928252896.0,1026210729.0,-22696844.0
