row_label_raw,row_label_full,col_0,Mã số,Tập đoàn > 2015Nghin VND,Tập đoàn > 2014Nghin VND,Công ty > 2015Nghin VND,Công ty > 2014Nghin VND,numeric__Mã số,numeric__Tập đoàn > 2015Nghin VND,numeric__Tập đoàn > 2014Nghin VND,numeric__Công ty > 2015Nghin VND,numeric__Công ty > 2014Nghin VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,
Lợi nhuận/(lỗ) trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận/(lỗ) trước thuếĐiều chỉnh cho các khoản,Lợi nhuận/(lỗ) trước thuếĐiều chỉnh cho các khoản,01,58.559.456,7.721.911,(39.883.120),(45.853.056),1.0,58559456.0,7721911.0,-39883120.0,-45853056.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,808.013.379,597.005.484,-,42.151,2.0,808013379.0,597005484.0,,42151.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,49.802.020,-,-,-,3.0,49802020.0,,,
Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệ cógốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệ cógốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệ cógốc ngoại tệ,04,23.164.104,-,-,-,4.0,23164104.0,,,
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(508.467.181),(3.644.215),(18.095.979),(96.906.522),5.0,-508467181.0,-3644215.0,-18095979.0,-96906522.0
Chi phí lãi vay và chi phí đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí đi vay,Chi phí lãi vay và chi phí đi vay,06,706.154.441,589.036.786,52.914.399,141.526.121,6.0,706154441.0,589036786.0,52914399.0,141526121.0
Lợi nhuận/(lỗ) từ hoạt độngkinh doanh trước những thay đốivốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận/(lỗ) từ hoạt độngkinh doanh trước những thay đốivốn lưu động,Lợi nhuận/(lỗ) từ hoạt độngkinh doanh trước những thay đốivốn lưu động,08,1.137.226.219,1.190.119.966,(5.064.700),(1.191.306),8.0,1137226219.0,1190119966.0,-5064700.0,-1191306.0
Biến động các khoản phải thu vàtài sản ngắn hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu vàtài sản ngắn hạn khác,Biến động các khoản phải thu vàtài sản ngắn hạn khác,09,207.127.762,(854.397.624),-,32.428.519,9.0,207127762.0,-854397624.0,,32428519.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(428.357.269),(177.418.124),-,-,10.0,-428357269.0,-177418124.0,,
