row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,31/12/2015Nghìn VND,1/1/2015Nghìn VND,31/12/2015Nghìn VND,1/1/2015Nghìn VND,,,,
Tiền thường,Tiền thường,Tiền thường,5.792.711,20.049.207,-,-,5792711.0,20049207.0,,
Tiền lãi vay phải trả,Tiền lãi vay phải trả,Tiền lãi vay phải trả,251.034.100,240.683.978,-,-,251034100.0,240683978.0,,
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,1.907.433,1.907.433,-,-,1907433.0,1907433.0,,
Thuế và phí tài nguyên,Thuế và phí tài nguyên,Thuế và phí tài nguyên,286.165.753,77.125.358,-,-,286165753.0,77125358.0,,
Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,139.122.810,179.968.710,-,-,139122810.0,179968710.0,,
Phí tư vấn,Phí tư vấn,Phí tư vấn,14.990.638,11.261.110,-,-,14990638.0,11261110.0,,
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,96.350.608,117.309.318,-,-,96350608.0,117309318.0,,
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,2.908.193,35.360.583,778.096,504.530,2908193.0,35360583.0,778096.0,504530.0
,,,798.272.246,683.665.697,778.096,504.530,798272246.0,683665697.0,778096.0,504530.0
