row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2017 > VND,01/01/2017(Đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,9.314.501.449.763,8.725.487.367.342,,,9314501449763.0,8725487367342.0
310,310,310,I. Nợ ngắn hạn,,4.318.977.358.702,4.429.556.311.788,,,4318977358702.0,4429556311788.0
311,311,311,1. Phải trả người bán ngắn hạn,17,1.071.837.413.395,1.044.976.607.112,,17.0,1071837413395.0,1044976607112.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,175.598.389.430,379.560.712.404,,19.0,175598389430.0,379560712404.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,240.570.469.002,301.492.325.931,,18.0,240570469002.0,301492325931.0
314,314,314,4. Phải trả người lao động,,169.565.015.708,159.698.487.299,,,169565015708.0,159698487299.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,756.689.003.558,775.560.855.401,,20.0,756689003558.0,775560855401.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,93.788.207.779,62.157.190.398,,21.0,93788207779.0,62157190398.0
319,319,319,7. Phải trả ngắn hạn khác,22,302.151.266.596,357.213.166.573,,22.0,302151266596.0,357213166573.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,24,1.265.986.970.127,1.122.466.770.048,,24.0,1265986970127.0,1122466770048.0
321,321,321,9. Dự phòng phải trả ngắn hạn,23,142.231.713.064,192.263.318.493,,23.0,142231713064.0,192263318493.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,100.558.910.043,34.166.878.129,,,100558910043.0,34166878129.0
330,330,330,II. Nợ dài hạn,,4.995.524.091.061,4.295.931.055.554,,,4995524091061.0,4295931055554.0
333,333,333,1. Chi phí phải trả dài hạn,20,837.484.098.597,122.297.765.889,,20.0,837484098597.0,122297765889.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,2.905.019.331.672,2.886.991.778.082,,21.0,2905019331672.0,2886991778082.0
337,337,337,3. Phải trả dài hạn khác,22,50.822.976.877,46.174.921.625,,22.0,50822976877.0,46174921625.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,24,876.703.833.266,1.023.679.668.358,,24.0,876703833266.0,1023679668358.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,39,25.287.663.574,-,,39.0,25287663574.0,
342,342,342,6. Dự phòng phải trả dài hạn,23,184.303.800.556,141.246.517.344,,23.0,184303800556.0,141246517344.0
343,343,343,7. Quỹ phát triển khoa học và công nghệ,,115.902.386.519,75.540.404.256,,,115902386519.0,75540404256.0
