row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,6.778.767.501.585,5.391.967.757.762,,,6778767501585.0,5391967757762.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,2.165.665.339.498,1.054.085.576.436,,3.0,2165665339498.0,1054085576436.0
111,111,111,1. Tiền,,816.332.371.514,581.098.954.578,,,816332371514.0,581098954578.0
112,112,112,2. Các khoản tương đương tiền,,1.349.332.967.984,472.986.621.858,,,1349332967984.0,472986621858.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,245.538.352.407,10.000.000.000,,4.0,245538352407.0,10000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,245.538.352.407,10.000.000.000,,,245538352407.0,10000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.288.539.411.782,1.233.381.165.166,,,1288539411782.0,1233381165166.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,1.055.670.821.865,908.850.639.128,,5.0,1055670821865.0,908850639128.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,166.284.713.944,136.389.082.349,,6.0,166284713944.0,136389082349.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,2.548.756.747,2.100.000.000,,7.0,2548756747.0,2100000000.0
136,136,136,4. Phải thu ngắn hạn khác,8,248.248.000.602,318.867.593.458,,8.0,248248000602.0,318867593458.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(184.629.984.232),(133.383.110.817),,,-184629984232.0,-133383110817.0
139,139,139,6. Tài sản thiếu chờ xử lý,,417.102.856,556.961.048,,,417102856.0,556961048.0
140,140,140,IV. Hàng tồn kho,10,2.895.912.660.828,2.948.580.618.717,,10.0,2895912660828.0,2948580618717.0
141,141,141,1. Hàng tồn kho,,2.953.537.029.323,2.980.406.224.655,,,2953537029323.0,2980406224655.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(57.624.368.495),(31.825.605.938),,,-57624368495.0,-31825605938.0
150,150,150,V. Tài sản ngắn hạn khác,,183.111.737.070,145.920.397.443,,,183111737070.0,145920397443.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,46.166.348.051,29.793.571.006,,11.0,46166348051.0,29793571006.0
152,152,152,2. Thuế GTGT được khấu trừ,,126.548.171.723,101.382.974.978,,,126548171723.0,101382974978.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,10.397.217.296,14.743.851.459,,18.0,10397217296.0,14743851459.0
