row_label_raw,row_label_full,col_0,Tại công ty mẹ (i),Tại Công ty con (ii),Tổng Cộng,numeric__Tại công ty mẹ (i),numeric__Tại Công ty con (ii),numeric__Tổng Cộng
,,,VND,VND,VND,,,
"Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi",35.000.000.000,31.197.744.798,66.197.744.798,35000000000.0,31197744798.0,66197744798.0
Trích quỹ Đầu tư phát triển,Trích quỹ Đầu tư phát triển,Trích quỹ Đầu tư phát triển,80.423.078.247,23.681.397.164,104.104.475.411,80423078247.0,23681397164.0,104104475411.0
Chi trả cổ tức,Chi trả cổ tức,Chi trả cổ tức,405.650.000.000,-,405.650.000.000,405650000000.0,,405650000000.0
