row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị,31/12/2017 > Số có khả năng trả nợ,01/01/2017 > Giá trị,01/01/2017 > Số có khả năng trả nợ,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Số có khả năng trả nợ,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),42.001.351.761,42.001.351.761,43.168.267.848,43.168.267.848,42001351761.0,42001351761.0,43168267848.0,43168267848.0
- Công ty Cổ phần Dương Đông - Sài Gòn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dương Đông - Sài Gòn,- Công ty Cổ phần Dương Đông - Sài Gòn,23.460.673.060,23.460.673.060,21.210.775.925,21.210.775.925,23460673060.0,23460673060.0,21210775925.0,21210775925.0
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,18.657.114.185,18.657.114.185,17.353.850.845,17.353.850.845,18657114185.0,18657114185.0,17353850845.0,17353850845.0
- Công ty TNHH MTV Cát Cam Ranh FICO,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Cát Cam Ranh FICO,- Công ty TNHH MTV Cát Cam Ranh FICO,15.617.772.853,15.617.772.853,14.826.087.426,14.826.087.426,15617772853.0,15617772853.0,14826087426.0,14826087426.0
- Colorobbia Espana S.A.,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Colorobbia Espana S.A.,- Colorobbia Espana S.A.,13.037.908.702,13.037.908.702,1.569.740.401,1.569.740.401,13037908702.0,13037908702.0,1569740401.0,1569740401.0
- Công ty TNHH Hoàn Cường,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Hoàn Cường,- Công ty TNHH Hoàn Cường,11.255.518.212,11.255.518.212,12.922.761.307,12.922.761.307,11255518212.0,11255518212.0,12922761307.0,12922761307.0
- Công ty TNHH Xây dựng Tiên Du,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Xây dựng Tiên Du,- Công ty TNHH Xây dựng Tiên Du,10.853.121.424,10.853.121.424,1.032.275.507,1.032.275.507,10853121424.0,10853121424.0,1032275507.0,1032275507.0
- Công ty TNHH MTV Thương mại Ngọc Minh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Thương mại Ngọc Minh,- Công ty TNHH MTV Thương mại Ngọc Minh,9.911.604.306,9.911.604.306,3.640.391.395,3.640.391.395,9911604306.0,9911604306.0,3640391395.0,3640391395.0
