row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28,9.205.509.347.295,8.145.841.780.347,,28.0,9205509347295.0,8145841780347.0
02,02,02,2. Các khoản giảm trừ doanh thu,29,9.003.356.644,7.062.966.208,,29.0,9003356644.0,7062966208.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,30,9.196.505.990.651,8.138.778.814.139,,30.0,9196505990651.0,8138778814139.0
11,11,11,4. Giá vốn hàng bán,31,7.055.593.789.496,6.160.098.338.004,,31.0,7055593789496.0,6160098338004.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.140.912.201.155,1.978.680.476.135,,,2140912201155.0,1978680476135.0
21,21,21,6. Doanh thu hoạt động tài chính,32,77.556.616.941,85.433.182.144,,32.0,77556616941.0,85433182144.0
22,22,22,7. Chi phí tài chính,33,169.775.660.136,202.038.522.414,,33.0,169775660136.0,202038522414.0
23,23,23,Trong đó: Chi phí lãi vay,,150.895.145.691,160.691.343.002,,,150895145691.0,160691343002.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",4b,15.873.706.888,51.480.113.383,,,15873706888.0,51480113383.0
25,25,25,9. Chi phí bán hàng,34,561.848.219.206,560.899.200.220,,34.0,561848219206.0,560899200220.0
26,26,26,10. Chi phí quản lý doanh nghiệp,35,573.698.732.583,550.109.606.078,,35.0,573698732583.0,550109606078.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,929.019.913.059,802.546.442.950,,,929019913059.0,802546442950.0
31,31,31,12. Thu nhập khác,36,109.752.944.789,61.951.831.600,,36.0,109752944789.0,61951831600.0
32,32,32,13. Chi phí khác,37,124.963.104.554,95.761.755.831,,37.0,124963104554.0,95761755831.0
40,40,40,14. Lợi nhuận khác,,(15.210.159.765),(33.809.924.231),,,-15210159765.0,-33809924231.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,913.809.753.294,768.736.518.719,,,913809753294.0,768736518719.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,38,166.575.080.186,151.906.165.460,,38.0,166575080186.0,151906165460.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,39,25.171.883.132,(3.875.437.730),,39.0,25171883132.0,-3875437730.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,722.062.789.976,620.705.790.989,,,722062789976.0,620705790989.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,600.137.169.434,513.750.218.906,,,600137169434.0,513750218906.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,121.925.620.542,106.955.572.083,,,121925620542.0,106955572083.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,40,1.585,1.942,,40.0,1585.0,1942.0
