row_label_raw,row_label_full,-,Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),numeric__Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh)
-,-,-,Công ty TNHH Gốm sứ và Thương mại Vitake,
-,-,-,Công ty TNHH MTV Dịch vụ nhà ở và Khu đô thị,
-,-,-,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,
-,-,-,Công ty TNHH Kinh doanh Chế biến Nông lâm sản Xuất nhập khẩu Chiến Thắng,
-,-,-,Công ty TNHH Kim Sơn,
-,-,-,Công ty TNHH BMC Hà Nội,
-,-,-,Công ty Cổ phần Đầu tư Công nghiệp Hà Nội Vinacomin,
-,-,-,Công ty TNHH thương mại và đầu tư Trường Giang,
-,-,-,Công ty Cổ phần Tiến Thắng,
-,-,-,Chi nhánh Tổng Công ty Đông Bắc tại Hà Nội,
-,-,-,Công ty TNHH Dịch vụ và Thương mại Hoàng Ninh,
-,-,-,Công ty Cổ phần VIEPAC,
-,-,-,Công ty TNHH MTV Dĩnh Hy,
-,-,-,Phải trả cho các đối tượng khác,
