row_label_raw,row_label_full,col_0,31/12/2017 > Giá trịVND,31/12/2017 > Dự phòngVND,01/01/2017 > Giá trịVND,01/01/2017 > Dự phòngVND,numeric__31/12/2017 > Giá trịVND,numeric__31/12/2017 > Dự phòngVND,numeric__01/01/2017 > Giá trịVND,numeric__01/01/2017 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Công ty Cổ phần Viglacera Đông Triều,a) Ngắn hạn > Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,2.965.027.055,(2.000.000.000),22.569.255.467,(2.664.016.126),2965027055.0,-2000000000.0,22569255467.0,-2664016126.0
Keller Hcwgmbh,a) Ngắn hạn > Keller Hcwgmbh,Keller Hcwgmbh,6.281.557.600,(6.281.557.600),6.281.557.600,-,6281557600.0,-6281557600.0,6281557600.0,
Công ty Cổ phần Cơ khí và Môi trường Nam An,a) Ngắn hạn > Công ty Cổ phần Cơ khí và Môi trường Nam An,Công ty Cổ phần Cơ khí và Môi trường Nam An,7.696.400.000,-,-,-,7696400000.0,,,
Công ty Cổ phần Tư vấn Đầu tư Xây dựng Thịnh Phát,a) Ngắn hạn > Công ty Cổ phần Tư vấn Đầu tư Xây dựng Thịnh Phát,Công ty Cổ phần Tư vấn Đầu tư Xây dựng Thịnh Phát,4.951.590.560,-,-,-,4951590560.0,,,
Công ty Cổ phần Cơ khí và Xây dựng Viglacera,a) Ngắn hạn > Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,9.034.438.565,-,-,-,9034438565.0,,,
Công ty TNHH Tangshan Hexiang Industrial,a) Ngắn hạn > Công ty TNHH Tangshan Hexiang Industrial,Công ty TNHH Tangshan Hexiang Industrial,11.361.376.630,-,-,-,11361376630.0,,,
Các khoản trả trước cho người bán khác,a) Ngắn hạn > Các khoản trả trước cho người bán khác,Các khoản trả trước cho người bán khác,123.994.323.534,(9.371.934.502),107.538.269.282,(3.172.185.667),123994323534.0,-9371934502.0,107538269282.0,-3172185667.0
,,,166.284.713.944,(17.653.492.102),136.389.082.349,(5.836.201.793),166284713944.0,-17653492102.0,136389082349.0,-5836201793.0
b) Trả trước cho người bán là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 47),a) Ngắn hạn > b) Trả trước cho người bán là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 47),b) Trả trước cho người bán là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 47),2.965.027.055,-,2.287.517.946,-,2965027055.0,,2287517946.0,
