row_label_raw,row_label_full,col_0,Từ 1 năm trở xuống,Trên 1 năm đến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 năm trở xuống,numeric__Trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,,,,
Vay và nợ,Tại ngày 31/12/2017 > Vay và nợ,Vay và nợ,1.265.986.970.127,876.703.833.266,-,2.142.690.803.393,1265986970127.0,876703833266.0,,2142690803393.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2017 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.373.988.679.991,50.822.976.877,-,1.424.811.656.868,1373988679991.0,50822976877.0,,1424811656868.0
Chi phí phải trả,Tại ngày 31/12/2017 > Chi phí phải trả,Chi phí phải trả,756.689.003.558,837.484.098.597,-,1.594.173.102.155,756689003558.0,837484098597.0,,1594173102155.0
,,,3.396.664.653.676,1.765.010.908.740,-,5.161.675.562.416,3396664653676.0,1765010908740.0,,5161675562416.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,,,,
Vay và nợ,Tại ngày 01/01/2017 > Vay và nợ,Vay và nợ,1.122.466.770.048,1.023.679.668.358,-,2.146.146.438.406,1122466770048.0,1023679668358.0,,2146146438406.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2017 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.402.189.773.685,46.174.921.625,-,1.448.364.695.310,1402189773685.0,46174921625.0,,1448364695310.0
Chi phí phải trả,Tại ngày 01/01/2017 > Chi phí phải trả,Chi phí phải trả,775.560.855.401,122.297.765.889,-,897.858.621.290,775560855401.0,122297765889.0,,897858621290.0
,,,3.300.217.399.134,1.192.152.355.872,-,4.492.369.755.006,3300217399134.0,1192152355872.0,,4492369755006.0
