row_label_raw,row_label_full,col_0,Địa chỉ,31/12/2017 > Tỷ lệ lợi ích,31/12/2017 > Tỷ lệ quyền biểu quyết,31/12/2017 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu,01/01/2017 > Tỷ lệ lợi ích,01/01/2017 > Tỷ lệ quyền biểu quyết,01/01/2017 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu,numeric__Địa chỉ,numeric__31/12/2017 > Tỷ lệ lợi ích,numeric__31/12/2017 > Tỷ lệ quyền biểu quyết,numeric__31/12/2017 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu,numeric__01/01/2017 > Tỷ lệ lợi ích,numeric__01/01/2017 > Tỷ lệ quyền biểu quyết,numeric__01/01/2017 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu
,,,Địa chỉ,%,%,VND,%,%,VND,,,,,,,
Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,,,,150.317.166.979,,,49.329.643.497,,,,150317166979.0,,,49329643497.0
- Công ty Cổ phần Viglacera Từ Sơn,- Công ty Cổ phần Viglacera Từ Sơn,- Công ty Cổ phần Viglacera Từ Sơn,Bắc Ninh,"24,93%","24,93%",12.078.481.518,"24,93%","24,93%",11.528.560.571,,0.2493,0.2493,12078481518.0,0.2493,0.2493,11528560571.0
- Công ty Cổ phần Viglacera Hạ Long I,- Công ty Cổ phần Viglacera Hạ Long I,- Công ty Cổ phần Viglacera Hạ Long I,Quảng Ninh,"26,00%","26,00%",5.610.421.642,"26,00%","26,00%",5.890.476.376,,0.26,0.26,5610421642.0,0.26,0.26,5890476376.0
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Hà Nội,"25,00%","25,00%",6.966.537.634,"25,00%","25,00%",7.116.957.517,,0.25,0.25,6966537634.0,0.25,0.25,7116957517.0
- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Hà Nội,"25,00%","25,00%",3.846.473.056,"25,00%","25,00%",2.994.299.627,,0.25,0.25,3846473056.0,0.25,0.25,2994299627.0
- Công ty Magno GMBH [1],- Công ty Magno GMBH [1],- Công ty Magno GMBH [1],CH Liên Bang Đức,"23,59%","30,00%",226.185.000,"23,59%","30,00%",226.185.000,,0.2359,0.3,226185000.0,0.2359,0.3,226185000.0
- Công ty Cổ phần Viglacera Hạ Long II,- Công ty Cổ phần Viglacera Hạ Long II,- Công ty Cổ phần Viglacera Hạ Long II,Quảng Ninh,"20,19%","40,00%",26.824.924.824,"31,78%","40,00%",16.173.164.406,,0.20190000000000002,0.4,26824924824.0,0.3178,0.4,16173164406.0
- Công ty Cổ phần Visaho,- Công ty Cổ phần Visaho,- Công ty Cổ phần Visaho,Hà Nội,"36,00%","36,00%",5.795.218.304,"36,00%","36,00%",5.400.000.000,,0.36,0.36,5795218304.0,0.36,0.36,5400000000.0
- Công ty Cổ phần Viglacera Đông Triều [2],- Công ty Cổ phần Viglacera Đông Triều [2],- Công ty Cổ phần Viglacera Đông Triều [2],Quảng Ninh,"20,19%","40,00%",43.968.925.001,,,,,0.20190000000000002,0.4,43968925001.0,,,
- Công ty TNHH Nam Thăng Long Thanh Hà [3],- Công ty TNHH Nam Thăng Long Thanh Hà [3],- Công ty TNHH Nam Thăng Long Thanh Hà [3],Hà Nội,"25,16%","45,00%",45.000.000.000,,,,,0.2516,0.45,45000000000.0,,,
Đầu tư vào Công ty liên doanh,Đầu tư vào Công ty liên doanh,Đầu tư vào Công ty liên doanh,,,,270.095.129.851,,,262.563.927.398,,,,270095129851.0,,,262563927398.0
- Công ty TNHH Kính nổi Việt Nam (VFG),- Công ty TNHH Kính nổi Việt Nam (VFG),- Công ty TNHH Kính nổi Việt Nam (VFG),Bắc Ninh,"30,00%","30,00%",270.095.129.851,"30,00%","30,00%",262.563.927.398,,0.3,0.3,270095129851.0,0.3,0.3,262563927398.0
- Công ty TNHH Kính+Nồi Siêu trắng Phú Mỹ [4],- Công ty TNHH Kính+Nồi Siêu trắng Phú Mỹ [4],- Công ty TNHH Kính+Nồi Siêu trắng Phú Mỹ [4],Bà Rịa - Vũng Tàu,"35,00%","35,00%",310.100.000.000,,,,,0.35,0.35,310100000000.0,,,
,,,,,,730.512.296.830,,,311.893.570.895,,,,730512296830.0,,,311893570895.0
