row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2017,Năm 2016,numeric__Mối quan hệ,numeric__Năm 2017,numeric__Năm 2016
,,,Mối quan hệ,VND,VND,,,
"Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ",53.012.613.832,63.154.568.042,,53012613832.0,63154568042.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,34.623.439.150,43.654.743.232,,34623439150.0,43654743232.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,203.342.000,414.392.279,,203342000.0,414392279.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,180.123.000,189.255.000,,180123000.0,189255000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,922.960.360,18.768.564.531,,922960360.0,18768564531.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,207.359.000,127.613.000,,207359000.0,127613000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,13.487.605.826,-,,13487605826.0,
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,40.919.091,-,,40919091.0,
Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty liên kết,600.377.584,-,,600377584.0,
Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty liên kết,1.681.818.182,-,,1681818182.0,
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,1.064.669.639,-,,1064669639.0,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",210.241.289.040,3.373.945.603,,210241289040.0,3373945603.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,444.040.000,-,,444040000.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,-,2.921.908.294,,,2921908294.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,429.495.550,452.037.309,,429495550.0,452037309.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,97.191.518.208,-,,97191518208.0,
Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty liên kết,4.204.315.866,,,4204315866.0,
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,,107.971.919.416,,,107971919416.0,
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,1.726.166.000,3.688.942.429,,1726166000.0,3688942429.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,-,3.688.942.429,,,3688942429.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,520.000.000,-,,520000000.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,250.000.000,-,,250000000.0,
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,187.500.000,-,,187500000.0,
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,768.666.000,-,,768666000.0,
Góp vốn,Góp vốn,Góp vốn,Góp vốn,310.100.000.000,-,,310100000000.0,
Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty liên kết,310.100.000.000,-,,310100000000.0,
Công ty TNHH Nam Thăng Long Thanh Hà,Công ty TNHH Nam Thăng Long Thanh Hà,Công ty TNHH Nam Thăng Long Thanh Hà,Công ty liên kết,45.000.000.000,-,,45000000000.0,
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,6.626.678.832,15.373.321.168,,6626678832.0,15373321168.0
