row_label_raw,row_label_full,8. PHẢI THU KHÁC,31/12/2017 > Giá trịVND,31/12/2017 > Dự phòngVND,01/01/2017 > Giá trịVND,01/01/2017 > Dự phòngVND,numeric__31/12/2017 > Giá trịVND,numeric__31/12/2017 > Dự phòngVND,numeric__01/01/2017 > Giá trịVND,numeric__01/01/2017 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,,,,,
Phải thu về cổ phần hóa [1],a) Ngắn hạn > Phải thu về cổ phần hóa [1],Phải thu về cổ phần hóa [1],90.601.572.391,-,128.419.510.334,-,90601572391.0,,128419510334.0,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",8.137.084.888,-,2.093.838.430,-,8137084888.0,,2093838430.0,
Phải thu CBCNV tiền tạm ứng,a) Ngắn hạn > Phải thu CBCNV tiền tạm ứng,Phải thu CBCNV tiền tạm ứng,39.800.527.139,(342.541.822),74.013.997.748,-,39800527139.0,-342541822.0,74013997748.0,
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,109.708.816.184,(18.294.819.770),114.340.246.946,(24.821.815.157),109708816184.0,-18294819770.0,114340246946.0,-24821815157.0
"- Phải thu về lãi tiền gửi, lãi cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, lãi cho vay","- Phải thu về lãi tiền gửi, lãi cho vay",953.459.464,-,3.393.549.554,(2.503.928.868),953459464.0,,3393549554.0,-2503928868.0
- Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,2.006.710.000,-,2.066.522.304,-,2006710000.0,,2066522304.0,
- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,a) Ngắn hạn > - Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,7.184.174.647,-,987.055.552,-,7184174647.0,,987055552.0,
- Phải thu về tiền bán cổ phần Công ty Cổ phần Viglacera Đông Triều,a) Ngắn hạn > - Phải thu về tiền bán cổ phần Công ty Cổ phần Viglacera Đông Triều,- Phải thu về tiền bán cổ phần Công ty Cổ phần Viglacera Đông Triều,-,-,27.430.472.879,-,,,27430472879.0,
- Phải thu Công ty Cổ phần Hợp Thịnh Viglacera tiền hỗ trợ giải phóng mặt bằng,a) Ngắn hạn > - Phải thu Công ty Cổ phần Hợp Thịnh Viglacera tiền hỗ trợ giải phóng mặt bằng,- Phải thu Công ty Cổ phần Hợp Thịnh Viglacera tiền hỗ trợ giải phóng mặt bằng,5.000.000.000,-,3.000.000.000,-,5000000000.0,,3000000000.0,
- Sở Giao thông Vận tải tỉnh Bắc Ninh [2],a) Ngắn hạn > - Sở Giao thông Vận tải tỉnh Bắc Ninh [2],- Sở Giao thông Vận tải tỉnh Bắc Ninh [2],3.748.524.890,-,-,-,3748524890.0,,,
- Phải thu về tiền bán hàng và hàng gửi bán,a) Ngắn hạn > - Phải thu về tiền bán hàng và hàng gửi bán,- Phải thu về tiền bán hàng và hàng gửi bán,1.071.373.583,(1.071.373.583),1.071.373.583,(1.071.373.583),1071373583.0,-1071373583.0,1071373583.0,-1071373583.0
- Phải thu nhân viên đã nghi việc,a) Ngắn hạn > - Phải thu nhân viên đã nghi việc,- Phải thu nhân viên đã nghi việc,4.531.344.304,(1.465.617.333),6.712.865.511,(1.515.434.583),4531344304.0,-1465617333.0,6712865511.0,-1515434583.0
- Phải thu về tiền lương chi vượt,a) Ngắn hạn > - Phải thu về tiền lương chi vượt,- Phải thu về tiền lương chi vượt,2.672.078.490,-,9.092.884.550,-,2672078490.0,,9092884550.0,
- Phải thu theo quyết toán khối lượng được nghiệm thu,a) Ngắn hạn > - Phải thu theo quyết toán khối lượng được nghiệm thu,- Phải thu theo quyết toán khối lượng được nghiệm thu,8.511.302.491,(1.219.149.391),6.001.767.860,-,8511302491.0,-1219149391.0,6001767860.0,
"- Tiền sử dụng đất, bồi thường và chi phí khác dự án 28ha Hoàng Bồ [3]","a) Ngắn hạn > - Tiền sử dụng đất, bồi thường và chi phí khác dự án 28ha Hoàng Bồ [3]","- Tiền sử dụng đất, bồi thường và chi phí khác dự án 28ha Hoàng Bồ [3]",33.642.634.419,-,-,-,33642634419.0,,,
- Góp vốn hợp tác kinh doanh với Công ty Cổ phần Viglacera Đông Triều,a) Ngắn hạn > - Góp vốn hợp tác kinh doanh với Công ty Cổ phần Viglacera Đông Triều,- Góp vốn hợp tác kinh doanh với Công ty Cổ phần Viglacera Đông Triều,-,-,20.000.000.000,(11.789.936.265),,,20000000000.0,-11789936265.0
- Phải thu Công ty Cổ phần Cơ khí và Xây dựng Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần Cơ khí và Xây dựng Viglacera,- Phải thu Công ty Cổ phần Cơ khí và Xây dựng Viglacera,5.000.000.000,(5.000.000.000),-,-,5000000000.0,-5000000000.0,,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,35.387.213.896,(9.538.679.463),34.583.755.153,(7.941.141.858),35387213896.0,-9538679463.0,34583755153.0,-7941141858.0
,,,248.248.000.602,(18.637.361.592),318.867.593.458,(24.821.815.157),248248000602.0,-18637361592.0,318867593458.0,-24821815157.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,,
"Ký cược, ký quỹ","b) Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",17.490.116.737,-,9.756.212.706,-,17490116737.0,,9756212706.0,
Phải thu khác,b) Dài hạn > Phải thu khác,Phải thu khác,179.781.883.099,-,201.463.377.508,-,179781883099.0,,201463377508.0,
- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) [4],b) Dài hạn > - Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) [4],- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) [4],2.250.000.000,-,2.700.000.000,-,2250000000.0,,2700000000.0,
- Phải thu về tiền đền bù GPMB được trừ vào tiền thuê đất phải nộp [5],b) Dài hạn > - Phải thu về tiền đền bù GPMB được trừ vào tiền thuê đất phải nộp [5],- Phải thu về tiền đền bù GPMB được trừ vào tiền thuê đất phải nộp [5],177.169.969.545,-,198.763.377.508,-,177169969545.0,,198763377508.0,
- Phải thu về các khoản khác,b) Dài hạn > - Phải thu về các khoản khác,- Phải thu về các khoản khác,361.913.554,-,-,-,361913554.0,,,
,,,197.271.999.836,-,211.219.590.214,-,197271999836.0,,211219590214.0,
c) Phải thu khác là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 47),b) Dài hạn > c) Phải thu khác là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 47),c) Phải thu khác là các bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 47),5.685.577.640,-,2.066.522.304,-,5685577640.0,,2066522304.0,
