row_label_raw,row_label_full,col_0,Số phải thuđầu năm,Số phải nộpđầu năm,Số phải nộptrong năm,Số đã thực nộptrong năm,Giảm do thoàivốn công ty con,Số phải thucuối năm,Số phải nộpcuối năm,numeric__Số phải thuđầu năm,numeric__Số phải nộpđầu năm,numeric__Số phải nộptrong năm,numeric__Số đã thực nộptrong năm,numeric__Giảm do thoàivốn công ty con,numeric__Số phải thucuối năm,numeric__Số phải nộpcuối năm
,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,13.300.503.093,94.271.530.474,292.234.702.517,302.435.909.150,27.723.077.595,7.217.864.363,50.264.607.516,13300503093.0,94271530474.0,292234702517.0,302435909150.0,27723077595.0,7217864363.0,50264607516.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",194.922.456,761.775,10.324.748.817,10.316.232.690,-,186.406.329,761.775,194922456.0,761775.0,10324748817.0,10316232690.0,,186406329.0,761775.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,233.968.169,85.417.790.782,167.264.257.355,185.689.694.967,359.247.988,604.624.036,67.003.761.049,233968169.0,85417790782.0,167264257355.0,185689694967.0,359247988.0,604624036.0,67003761049.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,18.128.035,10.494.223.647,16.558.058.363,18.120.848.557,1.038.641.594,348.772.596,8.223.436.420,18128035.0,10494223647.0,16558058363.0,18120848557.0,1038641594.0,348772596.0,8223436420.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,10.772.534,1.510.029.898,15.548.254.200,15.778.217.905,,1.157.474.312,2.426.767.971,10772534.0,1510029898.0,15548254200.0,15778217905.0,,1157474312.0,2426767971.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,370.939.155,81.268.994.150,69.360.256.943,130.991.001.242,3.427.377.215,250.908.838,16.090.842.319,370939155.0,81268994150.0,69360256943.0,130991001242.0,3427377215.0,250908838.0,16090842319.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,240.360.098,5.145.184.637,38.595.013.333,10.091.574.714,83.109.062,226.480.218,33.551.634.314,240360098.0,5145184637.0,38595013333.0,10091574714.0,83109062.0,226480218.0,33551634314.0
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",374.257.919,23.383.810.568,56.665.856.429,17.071.438.044,-,404.686.604,63.008.657.638,374257919.0,23383810568.0,56665856429.0,17071438044.0,,404686604.0,63008657638.0
