row_label_raw,row_label_full,31/12/2017 > Giá trị,31/12/2017 > Số có khả năng trả nợ,01/01/2017 > Giá trị,01/01/2017 > Số có khả năng trả nợ,numeric__31/12/2017 > Số có khả năng trả nợ,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,,,
42.001.351.761,VND > 42.001.351.761,42.001.351.761,42.001.351.761,-,-,42001351761.0,,
3.389.162.465,VND > 3.389.162.465,3.389.162.465,3.389.162.465,3.389.162.465,3.389.162.465,3389162465.0,3389162465.0,3389162465.0
4.155.688.025,VND > 4.155.688.025,4.155.688.025,4.155.688.025,4.186.385.945,4.186.385.945,4155688025.0,4186385945.0,4186385945.0
3.712.332.164,VND > 3.712.332.164,3.712.332.164,3.712.332.164,3.712.332.164,3.712.332.164,3712332164.0,3712332164.0,3712332164.0
1.954.107.000,VND > 1.954.107.000,1.954.107.000,1.954.107.000,1.954.107.000,1.954.107.000,1954107000.0,1954107000.0,1954107000.0
3.516.242.091,VND > 3.516.242.091,3.516.242.091,3.516.242.091,3.516.242.091,3.516.242.091,3516242091.0,3516242091.0,3516242091.0
1.374.551.130,VND > 1.374.551.130,1.374.551.130,1.374.551.130,1.374.551.130,1.374.551.130,1374551130.0,1374551130.0,1374551130.0
1.086.469.931,VND > 1.086.469.931,1.086.469.931,1.086.469.931,1.116.469.931,1.116.469.931,1086469931.0,1116469931.0,1116469931.0
517.690.739,VND > 517.690.739,517.690.739,517.690.739,767.690.739,767.690.739,517690739.0,767690739.0,767690739.0
1.192.025.846,VND > 1.192.025.846,1.192.025.846,1.192.025.846,1.192.025.846,1.192.025.846,1192025846.0,1192025846.0,1192025846.0
989.438.020,VND > 989.438.020,989.438.020,989.438.020,989.438.020,989.438.020,989438020.0,989438020.0,989438020.0
-,VND > -,-,-,679.117.161,679.117.161,,679117161.0,679117161.0
246.840.280,VND > 246.840.280,246.840.280,246.840.280,246.840.280,246.840.280,246840280.0,246840280.0,246840280.0
477.146.767,VND > 477.146.767,477.146.767,477.146.767,477.146.767,477.146.767,477146767.0,477146767.0,477146767.0
52.129.468.668,VND > 52.129.468.668,52.129.468.668,52.129.468.668,21.295.127.569,21.595.127.569,52129468668.0,21295127569.0,21595127569.0
116.742.514.887,VND > 116.742.514.887,116.742.514.887,116.742.514.887,44.896.637.108,45.196.637.108,116742514887.0,44896637108.0,45196637108.0
25.340.574.126,VND > 25.340.574.126,25.340.574.126,25.340.574.126,27.323.913.417,27.323.913.417,25340574126.0,27323913417.0,27323913417.0
