row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,9.255.477.658.859,7.700.633.656.626,,,9255477658859.0,7700633656626.0
210,210,210,I. Các khoản phải thu dài hạn,,197.271.999.836,211.219.590.214,,,197271999836.0,211219590214.0
216,216,216,1. Phải thu dài hạn khác,8,197.271.999.836,211.219.590.214,,8.0,197271999836.0,211219590214.0
220,220,220,II. Tài sản cố định,,3.737.221.156.131,3.170.619.388.009,,,3737221156131.0,3170619388009.0
221,221,221,1. Tài sản cố định hữu hình,12,3.457.947.108.148,2.934.080.144.856,,12.0,3457947108148.0,2934080144856.0
222,222,222,- Nguyên giá,,7.608.805.534.510,6.783.489.783.810,,,7608805534510.0,6783489783810.0
223,223,223,- Giá trị hao mòn luỹ kế,,(4.150.858.426.362),(3.849.409.638.954),,,-4150858426362.0,-3849409638954.0
224,224,224,2. Tài sản cố định thuê tài chính,13,122.953.975.444,49.706.226.947,,13.0,122953975444.0,49706226947.0
225,225,225,- Nguyên giá,,148.930.428.981,70.051.963.050,,,148930428981.0,70051963050.0
226,226,226,- Giá trị hao mòn luỹ kế,,(25.976.453.537),(20.345.736.103),,,-25976453537.0,-20345736103.0
227,227,227,3. Tài sản cố định vô hình,14,156.320.072.539,186.833.016.206,,14.0,156320072539.0,186833016206.0
228,228,228,- Nguyên giá,,187.645.149.869,219.302.912.146,,,187645149869.0,219302912146.0
229,229,229,- Giá trị hao mòn luỹ kế,,(31.325.077.330),(32.469.895.940),,,-31325077330.0,-32469895940.0
230,230,230,III. Bất động sản đầu tư,15,2.858.540.966.220,2.130.241.897.225,,15.0,2858540966220.0,2130241897225.0
231,231,231,- Nguyên giá,,3.359.727.325.947,2.551.611.277.181,,,3359727325947.0,2551611277181.0
232,232,232,- Giá trị hao mòn luỹ kế,,(501.186.359.727),(421.369.379.956),,,-501186359727.0,-421369379956.0
240,240,240,IV. Tài sản dở dang dài hạn,,1.446.498.458.445,1.573.423.143.607,,,1446498458445.0,1573423143607.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,-,868.427.335,,,,868427335.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,16,1.446.498.458.445,1.572.554.716.272,,16.0,1446498458445.0,1572554716272.0
250,250,250,V. Đầu tư tài chính dài hạn,4,733.694.075.147,315.075.349.212,,4.0,733694075147.0,315075349212.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,730.512.296.830,311.893.570.895,,,730512296830.0,311893570895.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,4.452.682.344,4.452.682.344,,,4452682344.0,4452682344.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(1.353.204.027),(1.353.204.027),,,-1353204027.0,-1353204027.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,82.300.000,82.300.000,,,82300000.0,82300000.0
260,260,260,VI. Tài sản dài hạn khác,,282.251.003.080,300.054.288.359,,,282251003080.0,300054288359.0
261,261,261,1. Chi phí trả trước dài hạn,11,277.864.493.744,295.783.559.465,,11.0,277864493744.0,295783559465.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,39,4.386.509.336,4.270.728.894,,39.0,4386509336.0,4270728894.0
270,270,270,TỔNG CỘNG TÀI SẢN,,16.034.245.160.444,13.092.601.414.388,,,16034245160444.0,13092601414388.0
