row_label_raw,row_label_full,- Công ty TNHH Bảo hiểm Nhân thọ AIA(Việt Nam) (Đại diện bởi Công ty Liêndoanh Quản lý Quỹ Đầu tư Chứng khoánVietcombank),Loại tiềnvay > VND,"Lãi suất năm > Năm đầu tiên 9,5%, cácnăm tiếp theo điềuchính 6 tháng một lần",Năm/Thời gianđáo hạn > 2020,Hình thức đảm bảo > Thế chấp bằng tài sản,31/12/2017 > VND > 10.000.000.000,01/01/2017 > VND > -,numeric__Loại tiềnvay > VND,"numeric__Lãi suất năm > Năm đầu tiên 9,5%, cácnăm tiếp theo điềuchính 6 tháng một lần",numeric__Năm/Thời gianđáo hạn > 2020,numeric__Hình thức đảm bảo > Thế chấp bằng tài sản,numeric__31/12/2017 > VND > 10.000.000.000,numeric__01/01/2017 > VND > -
- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,VND,,,,(1.083.333.334),-,,,,,-1083333334.0,
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,,,,,87.173.016.481,22.223.002.528,,,,,87173016481.0,22223002528.0
- Công ty TNHH MTV Cho thuê tài chínhNH Ngoại thương,- Công ty TNHH MTV Cho thuê tài chínhNH Ngoại thương,- Công ty TNHH MTV Cho thuê tài chínhNH Ngoại thương,VND,Điều chỉnh theo thời kỳ,Từ 36 đến 48 tháng,Kỹ quỹ bằng tiền vàthế chấp bằng tài sản,10.482.565.086,10.434.010.886,,,,,10482565086.0,10434010886.0
- Công ty TNHH MTV Cho thuê tài chínhNH Công thương,- Công ty TNHH MTV Cho thuê tài chínhNH Công thương,- Công ty TNHH MTV Cho thuê tài chínhNH Công thương,VND,Điều chỉnh theo thời kỳ,Từ 36 đến 60 tháng,Kỹ quỹ bằng tiền vàthế chấp bằng tài sản,71.736.735.623,11.788.991.642,,,,,71736735623.0,11788991642.0
- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,- Công ty Cho thuê tài chính TNHH MTVQuốc tế Chailease,VND,Theo chế độ lãi suất,2020,Ký quỹ bằng tiền,4.953.715.772,-,,,2020.0,,4953715772.0,
,,,,,,,1.090.785.485.816,1.325.820.314.769,,,,,1090785485816.0,1325820314769.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,,,,,(214.081.652.550),(302.140.646.411),,,,,-214081652550.0,-302140646411.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,,876.703.833.266,1.023.679.668.358,,,,,876703833266.0,1023679668358.0
