row_label_raw,row_label_full,col_0,31/12/2017,01/01/2017(Đã điều chỉnh),numeric__31/12/2017,numeric__01/01/2017(Đã điều chỉnh)
,,,VND,VND,,
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,1.442.719.181.915,1.570.244.943.207,1442719181915.0,1570244943207.0
- Dự án kính tiết kiệm năng lượng [1],- Dự án kính tiết kiệm năng lượng [1],- Dự án kính tiết kiệm năng lượng [1],-,308.355.617.782,,308355617782.0
- Dự án KCN Yên Phong mở rộng [2],- Dự án KCN Yên Phong mở rộng [2],- Dự án KCN Yên Phong mở rộng [2],453.909.657.465,355.791.209.109,453909657465.0,355791209109.0
- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 1 [3],- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 1 [3],- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 1 [3],130.750.176.157,190.167.629.253,130750176157.0,190167629253.0
- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 2 [4],- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 2 [4],- Dự án đầu tư xây dựng Khu công nghiệp Đồng Văn IV giai đoạn 2 [4],99.960.417.008,-,99960417008.0,
- Dự án Hạ tầng kỹ thuật Khu dịch vụ và nhà ở công nhân KCN Đồng Văn IV,- Dự án Hạ tầng kỹ thuật Khu dịch vụ và nhà ở công nhân KCN Đồng Văn IV,- Dự án Hạ tầng kỹ thuật Khu dịch vụ và nhà ở công nhân KCN Đồng Văn IV,26.401.097.619,-,26401097619.0,
- Dự án đầu tư Khu Công nghiệp Phú Hà giai đoạn I [5],- Dự án đầu tư Khu Công nghiệp Phú Hà giai đoạn I [5],- Dự án đầu tư Khu Công nghiệp Phú Hà giai đoạn I [5],65.617.093.788,157.174.949.927,65617093788.0,157174949927.0
- Dự án Trạm xử lý nước thải KCN Phú Hà,- Dự án Trạm xử lý nước thải KCN Phú Hà,- Dự án Trạm xử lý nước thải KCN Phú Hà,10.756.440.501,-,10756440501.0,
- Dự án Khu công nghiệp Hải Yên,- Dự án Khu công nghiệp Hải Yên,- Dự án Khu công nghiệp Hải Yên,39.079.193.785,19.608.333.039,39079193785.0,19608333039.0
- Dự án Khu công nghiệp và đô thị Yên Phong [6],- Dự án Khu công nghiệp và đô thị Yên Phong [6],- Dự án Khu công nghiệp và đô thị Yên Phong [6],149.478.486.099,58.975.194.215,149478486099.0,58975194215.0
- Dự án Khu công nghiệp Đông Mai [7],- Dự án Khu công nghiệp Đông Mai [7],- Dự án Khu công nghiệp Đông Mai [7],160.291.678.914,17.703.523.066,160291678914.0,17703523066.0
- Dự án Khu công nghiệp Tiền Hải - Thái Bình [8],- Dự án Khu công nghiệp Tiền Hải - Thái Bình [8],- Dự án Khu công nghiệp Tiền Hải - Thái Bình [8],64.134.339.010,50.332.407.212,64134339010.0,50332407212.0
- Dự án Nhà máy Sử Viglacera Mỹ Xuân [9],- Dự án Nhà máy Sử Viglacera Mỹ Xuân [9],- Dự án Nhà máy Sử Viglacera Mỹ Xuân [9],115.190.298.288,34.235.809.073,115190298288.0,34235809073.0
"- Dự án nhà ở công nhân và dịch vụ Khu công nghiệp Yên Phong 9,1 ha và 9,8 ha","- Dự án nhà ở công nhân và dịch vụ Khu công nghiệp Yên Phong 9,1 ha và 9,8 ha","- Dự án nhà ở công nhân và dịch vụ Khu công nghiệp Yên Phong 9,1 ha và 9,8 ha",-,38.647.158.355,,38647158355.0
- Dự án Khu Công nghiệp Phong Điền - Viglacera [10],- Dự án Khu Công nghiệp Phong Điền - Viglacera [10],- Dự án Khu Công nghiệp Phong Điền - Viglacera [10],29.486.417.164,32.292.175.336,29486417164.0,32292175336.0
