row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2017,01/01/2017,numeric__Mối quan hệ,numeric__31/12/2017,numeric__01/01/2017
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,26.705.200.390,6.770.293.572,,26705200390.0,6770293572.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,2.437.720.470,1.191.118.750,,2437720470.0,1191118750.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,205.395.459,367.419.281,,205395459.0,367419281.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,714.152.962,1.027.803.737,,714152962.0,1027803737.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,3.732.985.881,4.183.951.804,,3732985881.0,4183951804.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,5.221.257.927,-,,5221257927.0,
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,23.819.500,-,,23819500.0,
Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty liên kết,1.350.000.000,-,,1350000000.0,
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,13.019.868.191,-,,13019868191.0,
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,2.965.027.055,2.287.517.946,,2965027055.0,2287517946.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,-,125.294.400,,,125294400.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,-,1.201.225.390,,,1201225390.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,-,960.998.156,,,960998156.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,2.965.027.055,-,,2965027055.0,
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,5.685.577.640,2.066.522.304,,5685577640.0,2066522304.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,2.066.522.304,2.066.522.304,,2066522304.0,2066522304.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,3.619.055.336,-,,3619055336.0,
Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,25.340.574.126,27.323.913.417,,25340574126.0,27323913417.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,-,202.750.300,,,202750300.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,18.657.114.185,17.353.850.845,,18657114185.0,17353850845.0
