row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu từ các nhà cung cấp (i),Phải thu từ các nhà cung cấp (i),Phải thu từ các nhà cung cấp (i),816.604.354.365,315.160.616.094,816604354365.0,315160616094.0
- Samsung Điện tử Việt Nam Thái Nguyên,- Samsung Điện tử Việt Nam Thái Nguyên,- Samsung Điện tử Việt Nam Thái Nguyên,235.640.969.713,84.642.627.136,235640969713.0,84642627136.0
- Apple South Asia Pte Ltd,- Apple South Asia Pte Ltd,- Apple South Asia Pte Ltd,99.691.842.067,33.241.094.849,99691842067.0,33241094849.0
- Sony Điện tử Việt Nam,- Sony Điện tử Việt Nam,- Sony Điện tử Việt Nam,92.642.140.933,39.288.779.993,92642140933.0,39288779993.0
- Khác,- Khác,- Khác,388.629.401.652,157.988.114.116,388629401652.0,157988114116.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,14.012.840.691,11.492.620.175,14012840691.0,11492620175.0
Thuế giá trị gia tăng chưa kê khai,Thuế giá trị gia tăng chưa kê khai,Thuế giá trị gia tăng chưa kê khai,3.026.002.306,8.360.478.184,3026002306.0,8360478184.0
Phải thu nhân viên,Phải thu nhân viên,Phải thu nhân viên,2.671.385.028,1.472.973.206,2671385028.0,1472973206.0
Các khoản khác,Các khoản khác,Các khoản khác,15.654.165.518,4.476.132.382,15654165518.0,4476132382.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,851.968.747.908,340.962.820.041,851968747908.0,340962820041.0
